"","site_code","location_name","sample_collector","lat","long","gap_num","gap_size","gaps","depth","analyte_avg","analyte_tot","soil_lyrs_n","layer_tops","calc_notes"
"154","RCCZO","Reynolds Creek CZO","Ryan Will",43.1438412,-116.7692195,0,0,NA,30,1230,5070,4,"0,5,10,20,30,40,50,60,70,80",""
"155","RCCZO","Reynolds Creek CZO","Ryan Will",43.14384824,-116.7690175,0,0,NA,30,1300,4890,4,"0,5,10,20,30,40,50,60,70,80",""
"156","RCCZO","Reynolds Creek CZO","Ryan Will",43.14384907,-116.7690238,0,0,NA,30,1503.33333333333,5580,4,"0,5,10,20,30,40,50,60,70,80",""
"157","RCCZO","Reynolds Creek CZO","Ryan Will",43.14385002,-116.7692284,0,0,NA,30,725,3120,4,"0,5,10,20,30,40,50,60,70,80",""
"158","RCCZO","Reynolds Creek CZO","Ryan Will",43.14386556,-116.7355844,0,0,NA,30,863.888888888889,3363.33333333333,4,"0,5,10,20,30,40,50,60,70,80",""
"159","RCCZO","Reynolds Creek CZO","Ryan Will",43.14387359,-116.7355648,0,0,NA,30,1150,4550,4,"0,5,10,20,30,40,50,60,70,80",""
"160","RCCZO","Reynolds Creek CZO","Ryan Will",43.14391374,-116.7357341,0,0,NA,30,1030,3990,4,"0,5,10,20,30,40,50,60,70,80",""
"161","RCCZO","Reynolds Creek CZO","Ryan Will",43.14391632,-116.7357326,0,0,NA,30,855,3240,4,"0,5,10,20,30,40,50,60,70,80",""
"162","RCCZO","Reynolds Creek CZO","Nicholas R. Patton",43.14393712,-116.7367838,0,0,NA,30,587.352941176471,2242.85714285714,4,"0,5,10,20,30,40,50,60,70,80","trim: cut to 30 cm"
"163","RCCZO","Reynolds Creek CZO","Nicholas R. Patton",43.1439637,-116.7353485,0,0,NA,30,576.129032258065,2434.54545454545,4,"0,5,10,20,30,40,50,60,70,80","trim: cut to 30 cm"
"164","RCCZO","Reynolds Creek CZO","Ryan Will",43.14399787,-116.7354644,0,0,NA,30,580,2630,4,"0,5,10,20,30,40,50,60,70,80",""
"165","RCCZO","Reynolds Creek CZO","Ryan Will",43.14400215,-116.735468,0,0,NA,30,668.333333333333,2760,4,"0,5,10,20,30,40,50,60,70,80",""
"166","RCCZO","Reynolds Creek CZO","Ryan Will",43.14401102,-116.7356272,0,0,NA,30,1040,3930,4,"0,5,10,20,30,40,50,60,70,80",""
"167","RCCZO","Reynolds Creek CZO","Ryan Will",43.14401171,-116.7356334,0,0,NA,30,951.666666666667,3490,4,"0,5,10,20,30,40,50,60,70,80",""
"168","RCCZO","Reynolds Creek CZO","Nicholas R. Patton",43.14459543,-116.73561,0,0,NA,30,928.333333333333,3600,4,"0,5,10,20,30,40,50,60,70,80",""
"169","RCCZO","Reynolds Creek CZO","Ryan Will",43.15039775,-116.7093507,0,0,NA,30,461.666666666667,1650,4,"0,5,10,20,30,40,50,60,70,80",""
"170","RCCZO","Reynolds Creek CZO","Ryan Will",43.15039909,-116.7093546,0,0,NA,30,523.333333333333,2120,4,"0,5,10,20,30,40,50,60,70,80",""
"171","RCCZO","Reynolds Creek CZO","Ryan Will",43.15047123,-116.7093699,0,0,NA,30,565,2010,4,"0,5,10,20,30,40,50,60,70,80",""
"172","RCCZO","Reynolds Creek CZO","Ryan Will",43.1504882,-116.7093924,0,0,NA,30,397.777777777778,1540,4,"0,5,10,20,30,40,50,60,70,80",""
"173","RCCZO","Reynolds Creek CZO","Ryan Will",43.15050364,-116.7095412,0,0,NA,30,456.666666666667,1610,4,"0,5,10,20,30,40,50,60,70,80",""
"174","RCCZO","Reynolds Creek CZO","Ryan Will",43.15051267,-116.7095458,0,0,NA,30,498.333333333333,1850,4,"0,5,10,20,30,40,50,60,70,80",""
"175","RCCZO","Reynolds Creek CZO","Ryan Will",43.15060119,-116.7091828,0,0,NA,30,720,2750,4,"0,5,10,20,30,40,50,60,70,80",""
"176","RCCZO","Reynolds Creek CZO","Ryan Will",43.15060307,-116.7091791,0,0,NA,30,528.333333333333,1880,4,"0,5,10,20,30,40,50,60,70,80",""
"177","RCCZO","Reynolds Creek CZO","Ryan Will",43.15063284,-116.7093799,0,0,NA,30,580,2120,4,"0,5,10,20,30,40,50,60,70,80",""
"178","RCCZO","Reynolds Creek CZO","Ryan Will",43.15063892,-116.7093635,0,0,NA,30,580,2240,4,"0,5,10,20,30,40,50,60,70,80",""
"179","RCCZO","Reynolds Creek CZO","Ryan Will",43.15722146,-116.7084755,0,0,NA,30,520,2030,4,"0,5,10,20,30,40,50,60,70,80",""
"180","RCCZO","Reynolds Creek CZO","Ryan Will",43.15722277,-116.7084693,0,0,NA,30,573.333333333333,2230,4,"0,5,10,20,30,40,50,60,70,80",""
"181","RCCZO","Reynolds Creek CZO","Ryan Will",43.15738357,-116.7085974,0,0,NA,30,751.666666666667,2990,4,"0,5,10,20,30,40,50,60,70,80",""
"182","RCCZO","Reynolds Creek CZO","Ryan Will",43.15738372,-116.7086039,0,0,NA,30,685,2630,4,"0,5,10,20,30,40,50,60,70,80",""
"183","RCCZO","Reynolds Creek CZO","Ryan Will",43.15739053,-116.7084698,0,0,NA,30,525,2030,4,"0,5,10,20,30,40,50,60,70,80",""
"184","RCCZO","Reynolds Creek CZO","Ryan Will",43.15739444,-116.7084295,0,0,NA,30,725,2750,4,"0,5,10,20,30,40,50,60,70,80",""
"185","RCCZO","Reynolds Creek CZO","Ryan Will",43.15745769,-116.7084551,0,0,NA,30,650,2510,4,"0,5,10,20,30,40,50,60,70,80",""
"186","RCCZO","Reynolds Creek CZO","Ryan Will",43.15745879,-116.7084656,0,0,NA,30,763.333333333333,2900,4,"0,5,10,20,30,40,50,60,70,80",""
"187","RCCZO","Reynolds Creek CZO","Ryan Will",43.15747899,-116.7082608,0,0,NA,30,620,2360,4,"0,5,10,20,30,40,50,60,70,80",""
"188","RCCZO","Reynolds Creek CZO","Ryan Will",43.15749536,-116.7082669,0,0,NA,30,715,2790,4,"0,5,10,20,30,40,50,60,70,80",""
"189","RCCZO","Reynolds Creek CZO","Ryan Will",43.16728983,-116.7132986,0,0,NA,30,893.333333333333,3400,4,"0,5,10,20,30,40,50,60,70,80",""
"190","RCCZO","Reynolds Creek CZO","Ryan Will",43.16729437,-116.7133108,0,0,NA,30,805,2900,4,"0,5,10,20,30,40,50,60,70,80",""
"191","RCCZO","Reynolds Creek CZO","Ryan Will",43.16744804,-116.7128561,0,0,NA,30,1180,4600,4,"0,5,10,20,30,40,50,60,70,80",""
"192","RCCZO","Reynolds Creek CZO","Ryan Will",43.1674593,-116.7131645,0,0,NA,30,633.333333333333,2220,4,"0,5,10,20,30,40,50,60,70,80",""
"193","RCCZO","Reynolds Creek CZO","Ryan Will",43.16746019,-116.7128632,0,0,NA,30,730,2670,4,"0,5,10,20,30,40,50,60,70,80",""
"194","RCCZO","Reynolds Creek CZO","Ryan Will",43.16746901,-116.7131576,0,0,NA,30,661.666666666667,2480,4,"0,5,10,20,30,40,50,60,70,80",""
"195","RCCZO","Reynolds Creek CZO","Ryan Will",43.16750852,-116.7132104,0,0,NA,30,569.444444444444,2166.66666666667,4,"0,5,10,20,30,40,50,60,70,80",""
"196","RCCZO","Reynolds Creek CZO","Ryan Will",43.16752432,-116.7131573,0,0,NA,30,660,2530,4,"0,5,10,20,30,40,50,60,70,80",""
"197","RCCZO","Reynolds Creek CZO","Ryan Will",43.16756326,-116.7133541,0,0,NA,30,626.666666666667,2290,4,"0,5,10,20,30,40,50,60,70,80",""
"198","RCCZO","Reynolds Creek CZO","Ryan Will",43.16756614,-116.7133453,0,0,NA,30,766.666666666667,2810,4,"0,5,10,20,30,40,50,60,70,80",""
"199","RCCZO","Reynolds Creek CZO","Nicholas R. Patton",43.16761023,-116.7130538,0,0,NA,30,571.666666666667,2080,4,"0,5,10,20,30,40,50,60,70,80",""
"200","RCCZO","Reynolds Creek CZO","Nicholas R. Patton",43.18051979,-116.7138797,0,0,NA,30,578.25,1595,4,"0,5,10,20,30,40,50,60,70,80","trim: cut to 30 cm"
"201","RCCZO","Reynolds Creek CZO","Nicholas R. Patton",43.18077561,-116.7145575,0,0,NA,30,645.47619047619,2199.23076923077,5,"0,5,10,20,30,40,50,60,70,80","trim: cut to 30 cm"
"202","RCCZO","Reynolds Creek CZO","Ryan Will",43.1854559,-116.8035245,0,0,NA,30,686.666666666667,2740,4,"0,5,10,20,30,40,50,60,70,80",""
"203","RCCZO","Reynolds Creek CZO","Ryan Will",43.18545916,-116.8035158,0,0,NA,30,598.333333333333,2230,4,"0,5,10,20,30,40,50,60,70,80",""
"204","RCCZO","Reynolds Creek CZO","Ryan Will",43.18549726,-116.8037268,0,0,NA,30,908.333333333333,3470,4,"0,5,10,20,30,40,50,60,70,80",""
"205","RCCZO","Reynolds Creek CZO","Ryan Will",43.18550477,-116.8037327,0,0,NA,30,861.666666666667,3600,4,"0,5,10,20,30,40,50,60,70,80",""
"206","RCCZO","Reynolds Creek CZO","Ryan Will",43.18558883,-116.8036574,0,0,NA,30,791.666666666667,3043.33333333333,4,"0,5,10,20,30,40,50,60,70,80",""
"207","RCCZO","Reynolds Creek CZO","Ryan Will",43.18560506,-116.8036446,0,0,NA,30,486.666666666667,2290,4,"0,5,10,20,30,40,50,60,70,80",""
"208","RCCZO","Reynolds Creek CZO","Ryan Will",43.18564245,-116.8035224,0,0,NA,30,588.333333333333,2360,4,"0,5,10,20,30,40,50,60,70,80",""
"209","RCCZO","Reynolds Creek CZO","Ryan Will",43.18564682,-116.8035264,0,0,NA,30,506.666666666667,2040,4,"0,5,10,20,30,40,50,60,70,80",""
"210","RCCZO","Reynolds Creek CZO","Ryan Will",43.18568906,-116.8038619,0,0,NA,30,578.333333333333,2140,4,"0,5,10,20,30,40,50,60,70,80",""
"211","RCCZO","Reynolds Creek CZO","Ryan Will",43.1856935,-116.8038721,0,0,NA,30,628.333333333333,2390,4,"0,5,10,20,30,40,50,60,70,80",""
"212","RCCZO","Reynolds Creek CZO","Nicholas R. Patton",43.18866189,-116.8130672,0,0,NA,30,1521.66666666667,5910,4,"0,5,10,20,30,40,50,60,70,80",""
"213","RCCZO","Reynolds Creek CZO","Ryan Will",43.1908286,-116.781441,0,0,NA,30,791.666666666667,3040,4,"0,5,10,20,30,40,50,60,70,80",""
"214","RCCZO","Reynolds Creek CZO","Ryan Will",43.19083136,-116.7814573,0,0,NA,30,711.666666666667,2800,4,"0,5,10,20,30,40,50,60,70,80",""
"215","RCCZO","Reynolds Creek CZO","Ryan Will",43.19086736,-116.7812717,0,0,NA,30,806.666666666667,3070,4,"0,5,10,20,30,40,50,60,70,80",""
"216","RCCZO","Reynolds Creek CZO","Ryan Will",43.19087654,-116.7812625,0,0,NA,30,953.333333333333,3710,4,"0,5,10,20,30,40,50,60,70,80",""
"217","RCCZO","Reynolds Creek CZO","Ryan Will",43.19100111,-116.7814089,0,0,NA,30,616.666666666667,2530,4,"0,5,10,20,30,40,50,60,70,80",""
"218","RCCZO","Reynolds Creek CZO","Ryan Will",43.19101239,-116.7814212,0,0,NA,30,648.333333333333,2511.66666666667,4,"0,5,10,20,30,40,50,60,70,80",""
"219","RCCZO","Reynolds Creek CZO","Ryan Will",43.19102938,-116.7813256,0,0,NA,30,606.666666666667,2430,4,"0,5,10,20,30,40,50,60,70,80",""
"220","RCCZO","Reynolds Creek CZO","Ryan Will",43.1910335,-116.7813366,0,0,NA,30,783.333333333333,3000,4,"0,5,10,20,30,40,50,60,70,80",""
"221","RCCZO","Reynolds Creek CZO","Ryan Will",43.19113484,-116.781621,0,0,NA,30,893.333333333333,3480,4,"0,5,10,20,30,40,50,60,70,80",""
"222","RCCZO","Reynolds Creek CZO","Ryan Will",43.19114227,-116.781614,0,0,NA,30,788.333333333333,2970,4,"0,5,10,20,30,40,50,60,70,80",""
"223","RCCZO","Reynolds Creek CZO","Nicholas R. Patton",43.19159234,-116.8095646,0,0,NA,30,1225.38461538462,4628.94736842105,4,"0,5,10,20,30,40,50,60,70,80","trim: cut to 30 cm"
"224","RCCZO","Reynolds Creek CZO","Nicholas R. Patton",43.19214026,-116.8079732,0,0,NA,30,2370,8670,4,"0,5,10,20,30,40,50,60,70,80",""
"225","RCCZO","Reynolds Creek CZO","Ryan Will",43.19237201,-116.7177077,0,0,NA,30,428.333333333333,1500,4,"0,5,10,20,30,40,50,60,70,80",""
"226","RCCZO","Reynolds Creek CZO","Ryan Will",43.19237763,-116.7177152,0,0,NA,30,358.333333333333,1240,4,"0,5,10,20,30,40,50,60,70,80",""
"227","RCCZO","Reynolds Creek CZO","Nicholas R. Patton",43.19243739,-116.8066319,0,0,NA,30,1483.33333333333,5670,4,"0,5,10,20,30,40,50,60,70,80",""
"228","RCCZO","Reynolds Creek CZO","Ryan Will",43.19249519,-116.7179556,0,0,NA,30,485,1890,4,"0,5,10,20,30,40,50,60,70,80",""
"229","RCCZO","Reynolds Creek CZO","Ryan Will",43.19249794,-116.7179692,0,0,NA,30,310,1130,4,"0,5,10,20,30,40,50,60,70,80",""
"230","RCCZO","Reynolds Creek CZO","Ryan Will",43.19250758,-116.7178267,0,0,NA,30,226.111111111111,823.333333333333,4,"0,5,10,20,30,40,50,60,70,80",""
"231","RCCZO","Reynolds Creek CZO","Ryan Will",43.19251073,-116.7177966,0,0,NA,30,390,1670,4,"0,5,10,20,30,40,50,60,70,80",""
"232","RCCZO","Reynolds Creek CZO","Ryan Will",43.19254476,-116.7176626,0,0,NA,30,315,1220,4,"0,5,10,20,30,40,50,60,70,80",""
"233","RCCZO","Reynolds Creek CZO","Ryan Will",43.19255488,-116.7176546,0,0,NA,30,281.666666666667,1050,4,"0,5,10,20,30,40,50,60,70,80",""
"234","RCCZO","Reynolds Creek CZO","Ryan Will",43.19271436,-116.7179226,0,0,NA,30,293.333333333333,1090,4,"0,5,10,20,30,40,50,60,70,80",""
"235","RCCZO","Reynolds Creek CZO","Ryan Will",43.19271998,-116.7179357,0,0,NA,30,555,2100,4,"0,5,10,20,30,40,50,60,70,80",""
"236","RCCZO","Reynolds Creek CZO","Nicholas R. Patton",43.19273015,-116.8149283,0,0,NA,30,711.666666666667,2730,4,"0,5,10,20,30,40,50,60,70,80",""
"237","RCCZO","Reynolds Creek CZO","Nicholas R. Patton",43.19347351,-116.810691,0,0,NA,30,512.702702702703,1759.41176470588,4,"0,5,10,20,30,40,50,60,70,80","trim: cut to 30 cm"
"238","RCCZO","Reynolds Creek CZO","Ryan Will",43.1978744,-116.8123919,0,0,NA,30,1726.66666666667,6750,4,"0,5,10,20,30,40,50,60,70,80",""
"239","RCCZO","Reynolds Creek CZO","Ryan Will",43.19787888,-116.8122048,0,0,NA,30,1873.33333333333,7280,4,"0,5,10,20,30,40,50,60,70,80",""
"240","RCCZO","Reynolds Creek CZO","Ryan Will",43.19788121,-116.8123803,0,0,NA,30,1673.33333333333,6650,4,"0,5,10,20,30,40,50,60,70,80",""
"241","RCCZO","Reynolds Creek CZO","Ryan Will",43.19788863,-116.8122028,0,0,NA,30,1951.66666666667,7290,4,"0,5,10,20,30,40,50,60,70,80",""
"242","RCCZO","Reynolds Creek CZO","Ryan Will",43.19793459,-116.8124211,0,0,NA,30,1442.77777777778,5553.33333333333,4,"0,5,10,20,30,40,50,60,70,80",""
"243","RCCZO","Reynolds Creek CZO","Ryan Will",43.19794613,-116.8125235,0,0,NA,30,1393.33333333333,5670,4,"0,5,10,20,30,40,50,60,70,80",""
"244","RCCZO","Reynolds Creek CZO","Ryan Will",43.19794755,-116.8125126,0,0,NA,30,1725,6610,4,"0,5,10,20,30,40,50,60,70,80",""
"245","RCCZO","Reynolds Creek CZO","Ryan Will",43.19795394,-116.8124089,0,0,NA,30,1855,7330,4,"0,5,10,20,30,40,50,60,70,80",""
"246","RCCZO","Reynolds Creek CZO","Ryan Will",43.19806551,-116.8125861,0,0,NA,30,1693.33333333333,6490,4,"0,5,10,20,30,40,50,60,70,80",""
"247","RCCZO","Reynolds Creek CZO","Ryan Will",43.19807057,-116.8125782,0,0,NA,30,1416.66666666667,5580,4,"0,5,10,20,30,40,50,60,70,80",""
"248","RCCZO","Reynolds Creek CZO","Nicholas R. Patton",43.20024555,-116.7057467,0,0,NA,30,657.777777777778,1980,4,"0,5,10,20,30,40,50,60,70,80","trim: cut to 30 cm"
"249","RCCZO","Reynolds Creek CZO","Nicholas R. Patton",43.20529592,-116.7506016,0,0,NA,30,404.6875,1348.33333333333,4,"0,5,10,20,30,40,50,60,70,80","trim: cut to 30 cm"
"250","RCCZO","Reynolds Creek CZO","Ryan Will",43.2112414,-116.7356381,0,0,NA,30,860,3360,4,"0,5,10,20,30,40,50,60,70,80",""
"251","RCCZO","Reynolds Creek CZO","Ryan Will",43.21125166,-116.7356471,0,0,NA,30,908.333333333333,3650,4,"0,5,10,20,30,40,50,60,70,80",""
"252","RCCZO","Reynolds Creek CZO","Ryan Will",43.21141852,-116.7356752,0,0,NA,30,575,2150,4,"0,5,10,20,30,40,50,60,70,80",""
"253","RCCZO","Reynolds Creek CZO","Ryan Will",43.21142139,-116.7356878,0,0,NA,30,553.333333333333,2190,4,"0,5,10,20,30,40,50,60,70,80",""
"254","RCCZO","Reynolds Creek CZO","Ryan Will",43.21144386,-116.7357613,0,0,NA,30,815,3370,4,"0,5,10,20,30,40,50,60,70,80",""
"255","RCCZO","Reynolds Creek CZO","Ryan Will",43.21144733,-116.7359687,0,0,NA,30,346.666666666667,1300,4,"0,5,10,20,30,40,50,60,70,80",""
"256","RCCZO","Reynolds Creek CZO","Ryan Will",43.21145198,-116.735958,0,0,NA,30,446.666666666667,1740,4,"0,5,10,20,30,40,50,60,70,80",""
"257","RCCZO","Reynolds Creek CZO","Ryan Will",43.21145291,-116.7357797,0,0,NA,30,385,1486.66666666667,4,"0,5,10,20,30,40,50,60,70,80",""
"258","RCCZO","Reynolds Creek CZO","Ryan Will",43.21164035,-116.7357872,0,0,NA,30,478.333333333333,1750,4,"0,5,10,20,30,40,50,60,70,80",""
"259","RCCZO","Reynolds Creek CZO","Ryan Will",43.21164507,-116.7357917,0,0,NA,30,418.333333333333,1560,4,"0,5,10,20,30,40,50,60,70,80",""
"260","RCCZO","Reynolds Creek CZO","Nicholas R. Patton",43.2284173,-116.7368159,0,0,NA,30,276.363636363636,1083.07692307692,4,"0,5,10,20,30,40,50,60,70,80","trim: cut to 30 cm"
"261","RCCZO","Reynolds Creek CZO","Ryan Will",43.23447765,-116.7463258,0,0,NA,30,526.666666666667,2130,4,"0,5,10,20,30,40,50,60,70,80",""
"262","RCCZO","Reynolds Creek CZO","Ryan Will",43.23448083,-116.7463082,0,0,NA,30,335,1280,4,"0,5,10,20,30,40,50,60,70,80",""
"263","RCCZO","Reynolds Creek CZO","Ryan Will",43.23448512,-116.7466381,0,0,NA,30,381.666666666667,1570,4,"0,5,10,20,30,40,50,60,70,80",""
"264","RCCZO","Reynolds Creek CZO","Ryan Will",43.2345539,-116.7461876,0,0,NA,30,650,2430,4,"0,5,10,20,30,40,50,60,70,80",""
"265","RCCZO","Reynolds Creek CZO","Ryan Will",43.23456973,-116.7461809,0,0,NA,30,890,3420,4,"0,5,10,20,30,40,50,60,70,80",""
"266","RCCZO","Reynolds Creek CZO","Ryan Will",43.2346462,-116.7466458,0,0,NA,30,550,2140,4,"0,5,10,20,30,40,50,60,70,80",""
"267","RCCZO","Reynolds Creek CZO","Ryan Will",43.23464708,-116.7465339,0,0,NA,30,242.222222222222,936.666666666667,4,"0,5,10,20,30,40,50,60,70,80",""
"268","RCCZO","Reynolds Creek CZO","Ryan Will",43.23464942,-116.7466335,0,0,NA,30,428.333333333333,1650,4,"0,5,10,20,30,40,50,60,70,80",""
"269","RCCZO","Reynolds Creek CZO","Ryan Will",43.23466902,-116.7465502,0,0,NA,30,486.666666666667,1940,4,"0,5,10,20,30,40,50,60,70,80",""
"270","RCCZO","Reynolds Creek CZO","Ryan Will",43.24379682,-116.7069664,0,0,NA,30,361.666666666667,1380,4,"0,5,10,20,30,40,50,60,70,80",""
"271","RCCZO","Reynolds Creek CZO","Ryan Will",43.24381094,-116.7069646,0,0,NA,30,361.666666666667,1370,4,"0,5,10,20,30,40,50,60,70,80",""
"272","RCCZO","Reynolds Creek CZO","Ryan Will",43.24391588,-116.7288696,0,0,NA,30,528.333333333333,1910,4,"0,5,10,20,30,40,50,60,70,80",""
"273","RCCZO","Reynolds Creek CZO","Ryan Will",43.24392032,-116.7288449,0,0,NA,30,858.333333333333,2930,4,"0,5,10,20,30,40,50,60,70,80",""
"274","RCCZO","Reynolds Creek CZO","Ryan Will",43.24392694,-116.7067348,0,0,NA,30,450,1680,4,"0,5,10,20,30,40,50,60,70,80",""
"275","RCCZO","Reynolds Creek CZO","Ryan Will",43.24393796,-116.7067449,0,0,NA,30,306.666666666667,1180,4,"0,5,10,20,30,40,50,60,70,80",""
"276","RCCZO","Reynolds Creek CZO","Ryan Will",43.24395662,-116.7293456,0,0,NA,30,590,2410,4,"0,5,10,20,30,40,50,60,70,80",""
"277","RCCZO","Reynolds Creek CZO","Ryan Will",43.2439611,-116.7293333,0,0,NA,30,788.333333333333,3100,4,"0,5,10,20,30,40,50,60,70,80",""
"278","RCCZO","Reynolds Creek CZO","Ryan Will",43.24398128,-116.7067972,0,0,NA,30,380,1600,4,"0,5,10,20,30,40,50,60,70,80",""
"279","RCCZO","Reynolds Creek CZO","Ryan Will",43.24398495,-116.7068239,0,0,NA,30,390,1460,4,"0,5,10,20,30,40,50,60,70,80",""
"280","RCCZO","Reynolds Creek CZO","Ryan Will",43.24409149,-116.7067556,0,0,NA,30,316.666666666667,1340,4,"0,5,10,20,30,40,50,60,70,80",""
"281","RCCZO","Reynolds Creek CZO","Ryan Will",43.2441009,-116.7290508,0,0,NA,30,455.555555555556,1733.33333333333,4,"0,5,10,20,30,40,50,60,70,80",""
"282","RCCZO","Reynolds Creek CZO","Ryan Will",43.24410213,-116.7067448,0,0,NA,30,341.666666666667,1220,4,"0,5,10,20,30,40,50,60,70,80",""
"283","RCCZO","Reynolds Creek CZO","Ryan Will",43.24410994,-116.7290631,0,0,NA,30,890,3340,4,"0,5,10,20,30,40,50,60,70,80",""
"284","RCCZO","Reynolds Creek CZO","Ryan Will",43.24411543,-116.7065993,0,0,NA,30,351.666666666667,1470,4,"0,5,10,20,30,40,50,60,70,80",""
"285","RCCZO","Reynolds Creek CZO","Ryan Will",43.24412655,-116.7065883,0,0,NA,30,290,1130,4,"0,5,10,20,30,40,50,60,70,80",""
"286","RCCZO","Reynolds Creek CZO","Ryan Will",43.24415966,-116.728996,0,0,NA,30,456.666666666667,1890,4,"0,5,10,20,30,40,50,60,70,80",""
"287","RCCZO","Reynolds Creek CZO","Ryan Will",43.24416869,-116.7290052,0,0,NA,30,366.666666666667,1480,4,"0,5,10,20,30,40,50,60,70,80",""
"288","RCCZO","Reynolds Creek CZO","Ryan Will",43.24427134,-116.7290812,0,0,NA,30,353.333333333333,1520,4,"0,5,10,20,30,40,50,60,70,80",""
"289","RCCZO","Reynolds Creek CZO","Ryan Will",43.24427805,-116.7290627,0,0,NA,30,438.333333333333,1720,4,"0,5,10,20,30,40,50,60,70,80",""
"290","RCCZO","Reynolds Creek CZO","Ryan Will",43.24719902,-116.7379187,0,0,NA,30,218.333333333333,880,4,"0,5,10,20,30,40,50,60,70,80",""
"291","RCCZO","Reynolds Creek CZO","Ryan Will",43.24720581,-116.737931,0,0,NA,30,253.333333333333,940,4,"0,5,10,20,30,40,50,60,70,80",""
"292","RCCZO","Reynolds Creek CZO","Nicholas R. Patton",43.24720654,-116.7071648,0,0,NA,30,155,680,4,"0,5,10,20,30,40,50,60,70,80",""
"293","RCCZO","Reynolds Creek CZO","Ryan Will",43.24722035,-116.7379919,0,0,NA,30,143.333333333333,550,4,"0,5,10,20,30,40,50,60,70,80",""
"294","RCCZO","Reynolds Creek CZO","Ryan Will",43.24722932,-116.7379734,0,0,NA,30,175,710,4,"0,5,10,20,30,40,50,60,70,80",""
"295","RCCZO","Reynolds Creek CZO","Ryan Will",43.24730009,-116.7379724,0,0,NA,30,180,696.666666666667,4,"0,5,10,20,30,40,50,60,70,80",""
"296","RCCZO","Reynolds Creek CZO","Ryan Will",43.24730456,-116.73796,0,0,NA,30,336.666666666667,1290,4,"0,5,10,20,30,40,50,60,70,80",""
"297","RCCZO","Reynolds Creek CZO","Ryan Will",43.24731557,-116.7379763,0,0,NA,30,148.333333333333,520,4,"0,5,10,20,30,40,50,60,70,80",""
"298","RCCZO","Reynolds Creek CZO","Ryan Will",43.24731649,-116.7379857,0,0,NA,30,163.333333333333,710,4,"0,5,10,20,30,40,50,60,70,80",""
"299","RCCZO","Reynolds Creek CZO","Ryan Will",43.24739609,-116.7382894,0,0,NA,30,128.333333333333,500,4,"0,5,10,20,30,40,50,60,70,80",""
"300","RCCZO","Reynolds Creek CZO","Ryan Will",43.2474073,-116.7382709,0,0,NA,30,65,260,4,"0,5,10,20,30,40,50,60,70,80",""
"301","RCCZO","Reynolds Creek CZO","Ryan Will",43.25420515,-116.7064032,0,0,NA,30,516.666666666667,2150,4,"0,5,10,20,30,40,50,60,70,80",""
"302","RCCZO","Reynolds Creek CZO","Ryan Will",43.25420945,-116.7064136,0,0,NA,30,476.666666666667,1930,4,"0,5,10,20,30,40,50,60,70,80",""
"303","RCCZO","Reynolds Creek CZO","Ryan Will",43.25437144,-116.7063619,0,0,NA,30,483.333333333333,1900,4,"0,5,10,20,30,40,50,60,70,80",""
"304","RCCZO","Reynolds Creek CZO","Ryan Will",43.25439319,-116.7063661,0,0,NA,30,533.333333333333,1960,4,"0,5,10,20,30,40,50,60,70,80",""
"305","RCCZO","Reynolds Creek CZO","Ryan Will",43.25441711,-116.7065198,0,0,NA,30,328.333333333333,1290,4,"0,5,10,20,30,40,50,60,70,80",""
"306","RCCZO","Reynolds Creek CZO","Ryan Will",43.25442168,-116.7065327,0,0,NA,30,338.333333333333,1280,4,"0,5,10,20,30,40,50,60,70,80",""
"307","RCCZO","Reynolds Creek CZO","Ryan Will",43.25443275,-116.7062516,0,0,NA,30,650,2520,4,"0,5,10,20,30,40,50,60,70,80",""
"308","RCCZO","Reynolds Creek CZO","Ryan Will",43.25443284,-116.7062621,0,0,NA,30,541.666666666667,2110,4,"0,5,10,20,30,40,50,60,70,80",""
"309","RCCZO","Reynolds Creek CZO","Ryan Will",43.2545669,-116.7065662,0,0,NA,30,501.666666666667,1900,4,"0,5,10,20,30,40,50,60,70,80",""
"310","RCCZO","Reynolds Creek CZO","Ryan Will",43.25457665,-116.7065627,0,0,NA,30,625,2530,4,"0,5,10,20,30,40,50,60,70,80",""
"311","RCCZO","Reynolds Creek CZO","Ryan Will",43.25856136,-116.7755553,0,0,NA,30,411.666666666667,1670,4,"0,5,10,20,30,40,50,60,70,80",""
"312","RCCZO","Reynolds Creek CZO","Ryan Will",43.25856814,-116.7755676,0,0,NA,30,315,1110,4,"0,5,10,20,30,40,50,60,70,80",""
"313","RCCZO","Reynolds Creek CZO","Ryan Will",43.25864945,-116.775703,0,0,NA,30,511.666666666667,1910,4,"0,5,10,20,30,40,50,60,70,80",""
"314","RCCZO","Reynolds Creek CZO","Ryan Will",43.25865197,-116.7756558,0,0,NA,30,400,1470,4,"0,5,10,20,30,40,50,60,70,80",""
"315","RCCZO","Reynolds Creek CZO","Ryan Will",43.25865849,-116.7757214,0,0,NA,30,430,1740,4,"0,5,10,20,30,40,50,60,70,80",""
"316","RCCZO","Reynolds Creek CZO","Ryan Will",43.25866095,-116.7756434,0,0,NA,30,337.777777777778,1226.66666666667,4,"0,5,10,20,30,40,50,60,70,80",""
"317","RCCZO","Reynolds Creek CZO","Ryan Will",43.25880873,-116.7756971,0,0,NA,30,345,1240,4,"0,5,10,20,30,40,50,60,70,80",""
