"","Site","lat","long","SOC","CLAY","pGPP","TSOI","lig_N","MIMSOC","MIMMIC","MIMLIT","MIM_CO","LITm","LITs","MICr","MICK","SOMa","SOMc","SOMp","desorb","JITn","DEBUG","run_num","Vslope_x","Vint_x","Kslope_x","Kint_x","Tau_x","CUE_x","desorb_x","fPHYS_x","RMSE"
"1187","S269",43.23466902,-116.7465502,1.94,22.1000004,-163.3549957,10.8114996,11.6999998,1.92015253793184,0.0432958294222671,0.398101483429124,0.611461828864067,0.0512189847832218,0.346882498645902,0.0164284046736544,0.0268674247486127,0.178495371778043,0.273259789079003,1.02700006422341,1.26381580106452e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1188","S271",43.24381094,-116.7069646,1.37,12.3000002,-269.9020081,10.9443998,11.6999998,1.05477374961546,0.0320313039131041,0.286955389137329,0.548915760171145,0.0394487073486232,0.247506681788706,0.0113514808157106,0.0206798230973936,0.106850885659294,0.195528777500425,0.433407393405307,1.46394604609467e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1189","S272",43.24391588,-116.7288696,1.91,12.3000002,-235.6100006,9.7424402,11.6999998,1.36233060152146,0.0360340321067493,0.378254517742242,0.547620414978793,0.05277577230171,0.325478745440532,0.0127505242400977,0.0232835078666515,0.142886750644934,0.257498085825079,0.547657215202458,1.46394604609467e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1190","S294",43.24722932,-116.7379734,0.71,11.3000002,-122.663002,12.5579996,11.6999998,1.63841746275432,0.046461992904669,0.340107524758228,0.554256173961955,0.0456677700165724,0.294439754741656,0.0165685984417519,0.0298933944629171,0.120434230871823,0.23164364717725,0.899770067042352,1.48607075728323e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1191","S304",43.25439319,-116.7063661,1.96,21.7999992,-149.4850006,10.184,11.6999998,2.07600907379844,0.0444821603173259,0.446960969804798,0.611885861011057,0.0577353060017104,0.389225663803088,0.0168858140788742,0.0275963462384516,0.199972555131053,0.306322582498481,1.07827080604678,1.26951581037139e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1192","S314",43.25865197,-116.7756558,1.47,29.7000008,-171.6009979,12.4345999,11.6999998,1.96156502883236,0.0425984727005674,0.317028821150306,0.67768884697046,0.0377378311357455,0.27929099001456,0.0172073086730477,0.0253911640275197,0.154693768717447,0.219621800050801,1.22762216621324,1.12764969650382e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1193","S329",43.27973743,-116.8086913,4.23,30.1000004,77.8732986,6.6839399,11.6999998,4.37535239758913,0.0798632875932275,0.768457288267791,0.668312125749607,0.0975556387106762,0.670901649557115,0.0319925766150026,0.0478707109782249,0.401121871620999,0.528686734390719,2.5972232157164,1.12090406221019e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1194","S336",43.28654277,-116.778822,2.49,29.7248001,-54.4290009,11.6964998,11.6999998,2.77630937010536,0.0573934059329857,0.394213141769149,0.678069050334079,0.0471769043141725,0.347036237454976,0.0231913533287978,0.0342020526041878,0.193332309782357,0.27263815149738,1.85873236112349,1.1272303006673e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1195","S139.5",43.1285589,-116.7967586,7.91,20.4,1250.559998,10.8751497,18.35,8.03922024523212,0.272717825629055,0.440054629903372,0.605426034281405,0.0571212096861172,0.382933420217255,0.102845268559726,0.169872557069329,0.190780332675061,0.29913086442542,6.83653659259921,1.29645752489626e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1196","S15",43.12971095,-116.7934963,7.17,11.26,866.3049927,9.9629402,11.6999998,5.31902329304792,0.208592232732668,0.493686453102229,0.550643880923431,0.0683837197982296,0.425302733304,0.0740724791652351,0.134519753567433,0.179480519204092,0.333136223405329,4.1041278646036,1.48696267174473e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1197","S16",43.20529592,-116.7506016,1.348333333,11.260625,-20.493,10.8393002,11.6999998,2.17096845375903,0.0630417636622616,0.42826142972067,0.536629388928062,0.0601900143757514,0.368071415344919,0.0220157595284744,0.0410260041337872,0.15762799275296,0.291797884985498,1.23023938263764,1.48694873153503e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1198","S17",43.12565165,-116.7811645,1.793125,11.43563636,394.95401,11.1189003,11.6999998,3.57625562292322,0.131215647568081,0.419651847877809,0.54821124164034,0.0576834043114009,0.361968443566409,0.0464625828447832,0.0847530647232977,0.1522119647257,0.28466324749263,2.588512915259,1.48305035692631e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1199","S18",43.24720654,-116.7071648,0.68,11.63333333,-212.5399933,11.2952003,11.6999998,1.32440410150746,0.0384421698611241,0.328571795096359,0.54541159175816,0.0451977135612828,0.283374081535076,0.0135671332908407,0.0248750365702834,0.119964101503578,0.223809256568104,0.613616778478299,1.47865895297004e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1200","S19",43.06815056,-116.7584612,10.3,11.77166667,1159.089966,7.6005998,11.6999998,6.77725144285665,0.255923992282082,0.684748343767509,0.559600444017588,0.0958595950654379,0.588888748702072,0.0918281219174826,0.1640958703646,0.255906654608912,0.459381119437282,5.12129133276086,1.47559391656992e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1201","S2",43.11980227,-116.722923,5.56,6.333333333,517.4790039,7.6586399,15.5909996,4.10220116924232,0.151072662972494,0.670394187328384,0.525027766260968,0.0975276499990671,0.572866537329317,0.0520104253432797,0.0990622376292146,0.215417970298604,0.449935473198231,2.6153808754446,1.60101141531472e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1202","S20",43.06520205,-116.7593348,2.906666667,11.87875,300.5150146,9.34935,11.6999998,3.51609614762765,0.115667183342899,0.533091759662218,0.550177022916122,0.0742374043205949,0.458854355341623,0.0410517157975789,0.0746154675453205,0.198553024925271,0.360981744385478,2.30780243531179,1.47322564644129e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1203","S22",43.19273015,-116.8149283,2.73,12.28333333,287.8999939,9.3677101,11.6999998,3.49867636632351,0.113295331248064,0.533658877194613,0.556891125733397,0.0736892170862304,0.459969660108383,0.0405250974305294,0.0727702338175348,0.199840896325706,0.361400165263176,2.29048109629195,1.46431208282448e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1204","S23",43.12385697,-116.7800245,3.462142857,12.293,414.5589905,11.9081001,11.6999998,3.62593377272441,0.133527346945059,0.382051413452964,0.56506424445421,0.0509370165062469,0.331114396946717,0.0482098608302161,0.0853174861148425,0.138495861343696,0.259169352213025,2.71268979876967,1.4640997728921e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1205","S25",43.13301998,-116.7920531,6.83,12.33166667,179.802002,9.8768396,11.6999998,3.04293566046278,0.0959608627427965,0.492940908031023,0.548832844746456,0.0686623445104243,0.424278563520599,0.0340039749686963,0.0619568877741002,0.186043102263215,0.334812353779629,1.93317843364612,1.46325084116464e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1206","S27",43.19159234,-116.8095646,4.628947368,12.44717949,365.4200134,6.9818702,11.6999998,4.19209609274352,0.126383620667854,0.729483912051782,0.553539174931344,0.104045807528467,0.625438104523315,0.0450315551987364,0.0813520654691181,0.283391403231465,0.493035461911529,2.55980169488089,1.46071767293349e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1207","S29",43.12349175,-116.7874879,10.23648649,12.678,1169.189941,5.5837402,11.6999998,7.38645014012722,0.258236926901354,0.897541962522486,0.560599923651754,0.127951350361161,0.769590612161324,0.0927640706057522,0.165472856295602,0.350269906244656,0.600768054613913,5.27963328984481,1.4556689640951e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1208","S3",43.18866189,-116.8130672,5.91,7.375,238.8560028,9.4678097,11.6999998,3.02393270401963,0.10540264198366,0.522893993798145,0.527083787694944,0.074667957334172,0.448226036463973,0.0363804685882108,0.0690221733954496,0.171670753089783,0.352995008556951,1.87097030659109,1.57619003397444e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1209","S30",43.18077561,-116.7145575,2.199230769,13.10452381,0.631347,10.4433002,11.6999998,2.37444576010822,0.0662509382140426,0.458515817641679,0.554809604138077,0.0628865281231571,0.395629289518522,0.0236406159998513,0.0426103222141912,0.174390035109137,0.311934980389531,1.36335398875383,1.44638553071167e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1210","S31",43.12421955,-116.7895852,3.017142857,13.48833333,389.9700012,11.2613001,11.6999998,3.70071851053199,0.129710878123301,0.416416508723847,0.569467965416752,0.0556108635764345,0.360805645147413,0.047064477571342,0.082646400551959,0.156422524054242,0.282609036310894,2.71555956331971,1.43808240673641e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1211","S32",43.12752508,-116.7925417,5.023333333,13.516,601.0980225,10.6028996,11.6999998,4.54790814132613,0.16395150302877,0.458044260693459,0.57422747409893,0.0611235353521284,0.396920725341331,0.0598042271577183,0.104147275871051,0.17220033245251,0.3099668308119,3.44374521433949,1.43748572628548e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1212","S33",43.12416094,-116.7826214,3.03,13.725,545.0159912,11.1452999,11.6999998,4.29684415851673,0.154885979516979,0.424981992093223,0.574173513430088,0.0564634696483869,0.368518522444836,0.0564940435610207,0.0983919359559581,0.159980120196465,0.288021748359036,3.26897431835103,1.43298626512409e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1213","S34",43.1242439,-116.7916884,3.431090909,13.98132353,600.0189819,11.5906,11.6999998,4.45873757863171,0.165100999580676,0.392241276916605,0.562972591552828,0.0531602440186352,0.33908103289797,0.0594683093639867,0.10563269021669,0.151268312083809,0.266898020884629,3.48322896916599,1.42748722193584e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1214","S35",43.1220937,-116.7801683,4.92,14.08333333,612.3400269,7.7888899,11.6999998,5.07466914457366,0.167023423746976,0.662405810020574,0.564732682609871,0.0920355275526795,0.570370282467895,0.0602809586580562,0.10674246508892,0.262325654151867,0.447264901369405,3.53564935528484,1.42530462691712e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1215","S36",43.19214026,-116.8079732,8.67,14.18166667,379.1430054,6.73283,11.6999998,4.43193617226062,0.12904298289246,0.75679363525193,0.55868140958513,0.107208056252326,0.649585578999605,0.0462531439305603,0.0827898389619001,0.306034895488596,0.511627430014285,2.72843722861335,1.42320385215225e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1216","S37",43.12667447,-116.7868472,3.17,14.255,525.0319824,11.8634005,11.6999998,4.18389389945784,0.152737305663387,0.380531472972409,0.564444502919819,0.0510608903824416,0.329470582589968,0.0551069292720712,0.0976303763913161,0.146255059981843,0.25881892372847,3.24555113711173,1.42163918870867e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1217","S38",43.19243739,-116.8066319,5.67,14.655,252.7100067,7.66081,11.6999998,3.8249704739541,0.107428808054971,0.675897286310059,0.572592274689315,0.0929320392065871,0.582965247103472,0.0391156096601773,0.0683131983947936,0.269771957147063,0.457283316678114,2.31458910576389,1.41313489197948e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1218","S39",43.12449119,-116.794308,12.5,14.86333333,1661.640015,8.5339699,15.8590002,8.94473661724258,0.339007731899908,0.606116471250779,0.575575330594054,0.0828306602116679,0.523285811039111,0.123843324767379,0.215164407132529,0.240944934976503,0.40711042591412,7.35155705320127,1.40872573840323e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1219","S4",43.19347351,-116.810691,1.759411765,9.932162162,193.5010071,12.2800999,11.6999998,2.67892952103361,0.097900628856332,0.356998330914459,0.540897155938891,0.0490540157727682,0.307944315141691,0.034365805341988,0.063534823514344,0.123540417493145,0.242721326848883,1.85776881692079,1.51687626533337e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1220","S40",43.12303738,-116.7856704,5.821428571,15.234,804.0570068,6.0898199,11.6999998,6.29566348933083,0.197030836659243,0.848907004233593,0.58676400908035,0.116243987239867,0.732663016993726,0.0728593558771467,0.124171480782097,0.34320441416262,0.570318254274315,4.33620298000106,1.40091495732048e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1221","S42",43.11716535,-116.7257274,7.66,15.65333333,631.223999,7.9834599,11.6999998,5.28285586710587,0.169175062682099,0.653352699880879,0.584958379376443,0.088262427049655,0.565090272831224,0.0624372045254351,0.106737858156664,0.263365808099843,0.441163130742794,3.75579916570026,1.39213085726467e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1222","S43",43.06447579,-116.7485631,9.16,15.70833333,355.7160034,7.9335999,11.6999998,4.23968595687176,0.124465897646713,0.651921649943966,0.578213497847035,0.0889345109942505,0.562987138949715,0.0456008405321293,0.0788650571145832,0.26543545890021,0.44138810036318,2.7564748500177,1.3909828229367e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1223","S44",43.12303246,-116.7927984,9.827142857,15.81888889,1697.920044,7.5053802,11.6999998,9.48216976911616,0.34267630928096,0.706773484887916,0.594042894505101,0.0950756346385872,0.611697850249329,0.12770323016106,0.2149730791199,0.284596543355894,0.473399374371992,7.6747240572194,1.3886780212556e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1224","S47",43.12875942,-116.7929445,7.027777778,17.443,591.59198,10.5836,11.6999998,4.90816749575992,0.163360517850865,0.456779756229833,0.589425397303948,0.0601910081332235,0.396588748096609,0.0605809107501075,0.102779607100757,0.18776876510616,0.310508739509361,3.7897497170637,1.35525626796609e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1225","S48",43.12317978,-116.7878097,3.768461538,17.47419355,794.3640137,4.6739302,18.1697006,6.90109073337931,0.19742995351988,1.01210469486255,0.583477772516063,0.141897576955187,0.870207117907362,0.0727487253102955,0.124681228209585,0.441671299941233,0.681386296557863,4.56849848849779,1.35462228748605e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1226","S49",43.12611188,-116.7890521,2.805,17.475,464.20401,11.5574999,11.6999998,4.28797915929652,0.141838088783914,0.403084408530066,0.596632163805785,0.0520671465289651,0.351017262001101,0.05300229303881,0.0888357957451038,0.162959162364915,0.274294751699385,3.30580274791824,1.35460590105801e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1227","S50",43.12035214,-116.8005433,4.01,18.28666667,421.1440125,9.4428902,11.6999998,4.46202012046102,0.1357386447361,0.530021061583661,0.589098130425938,0.070691730951216,0.459329330632445,0.0503199772937583,0.0854186674423413,0.224926083351283,0.360579672563251,3.21075465822672,1.33821356497788e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1228","S51",43.12283706,-116.7981045,10.97,18.48833333,929.177002,6.3752398,11.6999998,7.15997512267835,0.218446239467717,0.814593471537499,0.601359622567676,0.109917409221966,0.704676062315533,0.082033258654917,0.1364129808128,0.351821714844538,0.549116496338049,5.22599720049055,1.33417158565339e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1229","S52",43.18051979,-116.7138797,1.595,18.4965,-106.4889984,10.9786997,11.6999998,2.10693807029747,0.0485005070733981,0.42985126995201,0.591276262748918,0.0562913488297431,0.373559921122266,0.0180215084175557,0.0304789986558423,0.180412737806501,0.293958848836154,1.15421470662941,1.33400815957749e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1230","S53",43.12387104,-116.7826147,9.55,18.765,669.7550049,6.5927801,11.6999998,6.06510873611991,0.176999894193984,0.779922044803603,0.590772673688581,0.106670490722014,0.673251554081589,0.0657332769572369,0.111266617236747,0.34288015288764,0.527824873910706,4.23748177032398,1.32864624651508e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1231","S55",43.13058584,-116.7985533,5.07,19.43166667,505.8349915,9.5736198,11.6999998,4.90599472221438,0.149758436894472,0.521691012102696,0.597078936850693,0.0689361363853578,0.452754875717338,0.0559882208838699,0.0937702160106018,0.225488963829913,0.355147999543322,3.65390830984398,1.31542599540794e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1232","S56",43.2284173,-116.7368159,1.083076923,19.68212121,-98.3662033,11.1014004,0,2.17010498833632,0.0498232973666837,0.423951242293253,0.600612839833184,0.0548802399963133,0.369071002296939,0.0186956591728802,0.0311276381938035,0.18108424440618,0.290173952114246,1.22507225215596,1.31049345035781e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1233","S57",43.12197197,-116.782117,8.75,20.20666667,1085.150024,7.7039499,11.6999998,7.78836871994127,0.24661397267462,0.669145702364931,0.594571925975242,0.090664714417512,0.578480987947419,0.0919555539119851,0.154658418762634,0.300702068859131,0.453471781359669,6.11843519468292,1.30022270853105e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1234","S58",43.13104556,-116.7960652,5.510588235,20.72380952,238.9140015,10.5711002,11.6999998,3.73504386029112,0.105807258949908,0.450894368907823,0.603595547273809,0.0590705858364718,0.391823783071351,0.0398259963243129,0.065981262625595,0.199551468071284,0.308899957370635,2.66989080699147,1.29017571374057e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1235","S59",43.12258624,-116.7849555,7.558709677,20.75611111,876.6220093,5.9746599,11.6999998,7.3670131870041,0.211258775034621,0.85165116955945,0.605194744097579,0.115416508486454,0.736234661072995,0.0796493389762016,0.131609436058419,0.3886743442828,0.57600293634566,5.33942596178157,1.28955074425511e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1236","S6",43.12453364,-116.7860349,2.31,10.38,336.6029968,12.2628002,11.6999998,3.17657409031878,0.122153484145366,0.354333695552018,0.534580387758933,0.0493294020204042,0.305004293531614,0.0425529072581842,0.0796005768871814,0.125675895953625,0.241200212856125,2.33321080181165,1.50672069508011e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1237","S60",43.12222251,-116.7817345,8.6,20.97666667,873.6929932,6.2929001,11.6999998,7.31772267533397,0.210168854394629,0.820520319962865,0.612412327559748,0.109806170481029,0.710714149481836,0.0798244934626443,0.130344360931984,0.372262507572928,0.554941051605259,5.35982994179829,1.28529152979241e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1238","S63",43.0685844,-116.7588933,6.7,22.06333333,1276.380005,7.13276,37.5999985,9.11299513085924,0.276749777200681,0.734397476953828,0.620072069166601,0.0969889325387077,0.63740854441512,0.105924180939987,0.170825596260694,0.336502476964096,0.496686274389327,7.26865912535131,1.26451109859258e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1239","S67",43.14459543,-116.73561,3.6,25.87,-38.8689995,10.0209999,11.6999998,2.86511987931395,0.0598942453455215,0.492207142234369,0.643387215739083,0.061752943329427,0.430454198904942,0.0234486379001787,0.0364456074453428,0.233781424180229,0.33835821969361,1.74087884786022,1.1943302453226e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1240","S68",43.1439637,-116.7353485,2.434545455,26.38645161,-85.6993027,10.4624996,11.6999998,2.59368284046777,0.0521344527975369,0.463949456753382,0.647843819098699,0.0577130411667752,0.406236415586607,0.0204964709734753,0.0316379818240616,0.220927695484725,0.319340443069565,1.53733079236256,1.18511378366689e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1241","S7",43.12749278,-116.7897313,4.4,10.49,347.6040039,11.1869001,11.6999998,3.34720186088652,0.122617537275812,0.419492565408424,0.55360156708552,0.0570711490525575,0.362421416355867,0.0436928374856101,0.0789246997902022,0.14675517537959,0.28408540452152,2.37425117830117,1.50423665582917e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1242","S70",43.16761023,-116.7130538,2.08,33.69333333,-9.6191101,10.4895,11.6999998,3.45553006264727,0.0647579621538279,0.468514404332649,0.726193228529998,0.0543041346636632,0.414210269668986,0.027243064584119,0.0375148975697089,0.240775165505406,0.32465099471763,2.35683153593776,1.06208670663161e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1243","S72",43.14393712,-116.7367838,2.242857143,38.65352941,-109.5830002,9.7494001,11.6999998,3.23910130939106,0.0485345090115135,0.516293170354043,0.775400486180284,0.0581501793322625,0.458142991021781,0.0211972916403873,0.0273372173711262,0.281767819694501,0.360412263194378,2.03209354713662,9.8593250797646e-07,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1244","S73",43.20024555,-116.7057467,1.98,42.02777778,-243.8029938,9.2375498,11.6999998,2.17858152742126,0.0354768007676798,0.412649606741955,0.828144314029996,0.0446064743230269,0.368043132418928,0.0160708925494855,0.0194059082181942,0.229576322063138,0.288686900394812,1.21219189745368,9.37272607460259e-07,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1245","S74",43.12363069,-116.7967467,8.658695652,55.82153846,375.5220032,9.3150396,11.6999998,10.9022023727799,0.132121852161917,0.578424713719217,1.12124616135006,0.0519241834705064,0.52650053024871,0.0698368356611311,0.0622850165007855,0.331761641861288,0.41166111431745,9.44823305072002,7.62092367995081e-07,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1246","S9",43.12378073,-116.7876965,4.481666667,10.69714286,1039.52002,11.8063002,11.6999998,5.61511765075494,0.236936348288674,0.385256841204369,0.548787711980722,0.0526073235690183,0.332649517635351,0.083954537769491,0.152981810519183,0.135690005834288,0.260305421736711,4.5969290336909,1.4995700312732e-06,1,"",14,2.687395929,0.789814859,1.008463424,0.839350438,0.305498814,0.753645827,0.117371092,0.287511366,1.939202976
"1247","S4",43.06445505,-116.7485868,4.83,20.5,362.0429993,7.9433599,11.6999998,4.72347554126899,0.0718368804994999,0.477485970671774,0.541195252158179,0.0684616488848073,0.409024321786967,0.0252257321723138,0.0466111483271861,0.18417738513205,0.28546833426881,3.70450697069685,1.02368802469539e-06,1,"",15,1.923330431,1.17193146,0.939871237,1.113060049,0.431290384,0.663241492,0.092815801,0.335757315,1.942411435
"1248","S20",43.06634802,-116.7599298,2.93,20.7000008,894.9619751,8.3442497,11.6999998,7.36918236080172,0.121969642112531,0.463374051692256,0.543936517788326,0.0658141312845555,0.397559920407701,0.0429705118327115,0.0789991302798198,0.17780683145272,0.276807288263504,6.3292245472807,1.02062155036681e-06,1,"",15,1.923330431,1.17193146,0.939871237,1.113060049,0.431290384,0.663241492,0.092815801,0.335757315,1.942411435
"1249","S22",43.066713,-116.7573279,7.29,20.5,1238.099976,6.0113201,0,9.2523869490803,0.154229238883615,0.571711577852317,0.543375113539689,0.0828023654649019,0.488909212387415,0.0542993919328668,0.0999298469507486,0.222626963528278,0.340140754944582,7.9636784138715,1.02368802469539e-06,1,"",15,1.923330431,1.17193146,0.939871237,1.113060049,0.431290384,0.663241492,0.092815801,0.335757315,1.942411435
"1250","S23",43.06685152,-116.7569076,11.25,20.57,1550.569946,7.3241401,0,10.6901455418407,0.183592851098884,0.507259965607577,0.544364110017471,0.0727817410806512,0.434478224526926,0.0647135985262461,0.118879252572638,0.196129284479944,0.302387554580148,9.50077588607413,1.02261371638003e-06,1,"",15,1.923330431,1.17193146,0.939871237,1.113060049,0.431290384,0.663241492,0.092815801,0.335757315,1.942411435
"1251","S33",43.06860897,-116.7900028,5.07,19.7000008,1020.729981,9.37817,46.7999992,7.72392789594961,0.133824054315351,0.420254631874818,0.537693632214975,0.0598275415135889,0.360427090361229,0.0467949793997036,0.0870290749156473,0.157901727324951,0.251312563514613,6.76063491891987,1.0360462698057e-06,1,"",15,1.923330431,1.17193146,0.939871237,1.113060049,0.431290384,0.663241492,0.092815801,0.335757315,1.942411435
"1252","S44",43.07859069,-116.8259174,5.67,20.3990993,1024.729981,7.94872,11.6999998,7.99402559574935,0.133861353279093,0.480977582613372,0.546445131140836,0.0683452334639177,0.412632349149455,0.0473006660723369,0.0865606872067564,0.183720342273201,0.287058910232894,6.90840740735079,1.0252385603495e-06,1,"",15,1.923330431,1.17193146,0.939871237,1.113060049,0.431290384,0.663241492,0.092815801,0.335757315,1.942411435
