"","i","iter","Vslope_x","Vint_x","Kslope_x","Kint_x","Tau_x","CUE_x","desorb_x","fPHYS_x","slope","r2","RMSE","MICpropSOC","LITpropSOC","SOMpTO","improve"
"66",22,65,1,1,1,1,2.98253398197703,0.677098247897811,2.68144382529426,1.37633260164876,0.4,0.745,15.6658490210323,0.000337672952757458,0.501450168286326,4.2572307525042e-05,0
"67",22,66,1,1,1,1,1,1,0.147460554796271,1.11688717461657,0.1,0.264,9.18980909677385,0.00376588676469616,0.158990330176774,0.000774140930768011,0
"68",23,67,2.38790189183783,1.34632553090341,0.894359302241355,0.767405552614946,1,1,2.68144382529426,1.37633260164876,2.86,0.465,4.21339311845646,0.0640242156927513,0.118860858004138,4.2572307525042e-05,0
"69",23,68,1,1,1,1,1.8871030859882,0.164990595448762,2.68144382529426,1.37633260164876,0.13,0.722,54.1643068927311,2.83168166863691e-05,0.71743992812155,4.2572307525042e-05,0
"70",23,69,1,1,1,1,1,1,0.822522508096881,2.18330319235101,0.65,0.527,3.02548594681054,0.00656253512852434,0.234982258931685,0.000138786780930385,0
"71",24,70,3.80102100921795,3.23284420568962,3.04543795564678,1.84272119724308,1,1,2.68144382529426,1.37633260164876,0.91,0.164,4.46021879882757,0.102885133152027,0.000394167808762465,4.2572307525042e-05,0
"72",24,71,1,1,1,1,2.25754494061694,2.57861510429066,2.68144382529426,1.37633260164876,0,0.514,2411.80211616038,0,1,4.2572307525042e-05,0
"73",24,72,1,1,1,1,1,1,1.2320733913919,1.40416009945329,1.4,0.696,1.94977178965569,0.00828285372279264,0.280037631670442,9.26529636457689e-05,0
"74",25,73,1.11771014961414,2.04391998401843,2.28122406941839,1.1650343908905,1,1,2.68144382529426,1.37633260164876,0.91,0.164,4.43603969120092,0.0933166206445405,0.0304370937117185,4.2572307525042e-05,0
"75",25,74,1,1,1,1,2.15426645285916,1.74978142671753,2.68144382529426,1.37633260164876,0,0.515,2411.89828137277,0,1,4.2572307525042e-05,0
"76",25,75,1,1,1,1,1,1,2.7754377839854,0.474280999065377,2.22,0.786,1.80242384002922,0.0111293608595666,0.35317975800295,4.11305386848308e-05,0
