"","i","iter","Vslope_x","Vint_x","Kslope_x","Kint_x","Tau_x","CUE_x","desorb_x","fPHYS_x","slope","r2","RMSE","MICpropSOC","LITpropSOC","SOMpTO","improve"
"31",10,30,1,1,1,1,1,1,1.03447365432512,1.35782378092408,1.23,0.659,2.0525360381546,0.00798364049272814,0.273912104331738,9.17359598304261,0
"32",11,31,0.687076114001684,3.91428007313516,2.34039408329409,2.23113964168704,1,1,2.03153911454137,1.35061529022641,0.81,0.172,4.36581214703151,0.0755332615351644,5.76366947262147e-05,4.67125800923734,0
"33",11,32,1,1,1,1,2.79963520430028,2.64557518339716,2.03153911454137,1.35061529022641,0,0.514,2411.79735656485,0,1,4.67125800923734,0
"34",11,33,1,1,1,1,1,1,1.6911269987002,1.88269979306497,1.47,0.72,1.9452967451604,0.00837306833427092,0.276874508606952,5.61154979322914,0
"35",12,34,1.72200163709931,1.99406049249228,1.9694594090106,1.1366144807206,1,1,2.03153911454137,1.35061529022641,0.76,0.173,4.32166868683339,0.0748470981017716,0.0238794077208396,4.67125800923734,0
"36",12,35,1,1,1,1,1.16667666523717,0.324524647393264,2.03153911454137,1.35061529022641,0.44,0.734,13.329195870832,0.000335571028812877,0.652961307162397,4.67125800923734,0
"37",12,36,1,1,1,1,1,1,1.08260140866041,2.04905027770437,0.96,0.612,2.42765758886759,0.00730048689180853,0.252797815036748,8.76577776822114,0
"38",13,37,2.19326523703057,3.37842155899853,3.17916260275524,1.92570028862916,1,1,2.03153911454137,1.35061529022641,1.16,0.215,4.37309076596055,0.0761636982615533,0.000201129754095346,4.67125800923734,0
"39",13,38,1,1,1,1,0.670140922744758,2.50214415597729,2.03153911454137,1.35061529022641,0,0.515,2411.85725162524,0,1,4.67125800923734,0
"40",13,39,1,1,1,1,1,1,2.33224927785341,2.27554177273996,1.56,0.743,1.92150993122086,0.00856832305773764,0.27913657675455,4.06896614782736,0
"41",14,40,2.37996406445745,2.26837856252678,2.86771643417887,1.29297578064026,1,1,2.03153911454137,1.35061529022641,0.73,0.167,4.33718515366814,0.0786569111959581,0.00921088533537935,4.67125800923734,0
"42",14,41,1,1,1,1,2.40308971344493,0.655131762241945,2.03153911454137,1.35061529022641,0.49,0.75,12.4340358762893,0.000470991029225826,0.508801594695398,4.67125800923734,0
"43",14,42,1,1,1,1,1,1,1.36151903767604,2.77676509742159,0.95,0.623,2.59555259873372,0.00712092540925427,0.249195083445505,6.97004088615492,0
"44",15,43,0.616935249068774,3.85758138773963,2.54986080084927,2.19882139101159,1,1,2.03153911454137,1.35061529022641,0.44,0.1,4.39458397840055,0.0715296625056658,8.28203449006606e-05,4.67125800923734,0
"45",15,44,1,1,1,1,2.33797763914336,0.743778036325239,2.03153911454137,1.35061529022641,0.59,0.757,9.82791982594688,0.00071936113901468,0.464480225922632,4.67125800923734,0
"46",15,45,1,1,1,1,1,1,1.64468460553326,2.53926904760301,1.2,0.678,2.24292229985964,0.00770362773437324,0.261214754254414,5.77000801731432,0
"47",16,46,1.60501079831738,0.942741978913546,3.23795491445344,0.537362927980721,1,1,2.03153911454137,1.35061529022641,0.65,0.201,3.11184513096079,0.0180076488072268,0.27173180000488,4.67125800923734,0
"48",16,47,1,1,1,1,1.80256820393261,2.64013183789793,2.03153911454137,1.35061529022641,0,0.514,2411.8066007938,0,1,4.67125800923734,0
"49",16,48,1,1,1,1,1,1,0.726076886267401,2.62852141347248,0.46,0.468,3.8267155550271,0.00588790430343605,0.218740414398166,13.0700254192989,0
"50",17,49,1.23339108121581,3.41900913359132,3.3356763960328,1.94883520614705,1,1,2.03153911454137,1.35061529022641,0.7,0.162,4.34557943048616,0.0810742916576246,0.000213775892238376,4.67125800923734,0
"51",17,50,1,1,1,1,1.98591575243045,0.176942562800832,2.03153911454137,1.35061529022641,0.13,0.723,52.6591525627534,3.0011870142523e-05,0.712652526112215,4.67125800923734,0
"52",17,51,1,1,1,1,1,1,2.59326498007867,1.42535826629028,1.92,0.781,1.75250058923627,0.00955564047973897,0.305799289387013,3.65941908473712,1
"53",18,52,2.21885280485731,3.42662039340939,1.63848038215656,1.95317362424335,1,1,2.59326498007867,1.42535826629028,0.86,0.164,4.4374650762101,0.0978470745783488,0.000166920392844442,3.65941908473712,0
"54",18,53,1,1,1,1,2.5397008970147,0.937765379622579,2.59326498007867,1.42535826629028,0.72,0.764,7.54039146578806,0.00130788321777682,0.36288909446513,3.65941908473712,0
"55",18,54,1,1,1,1,1,1,2.9946119959699,2.30781178500038,1.68,0.764,1.84900096360669,0.00893307891927385,0.286094544267424,3.16897259900502,0
"56",19,55,0.953705087536946,3.03642531041987,0.806594637804665,1.73076242693933,1,1,2.59326498007867,1.42535826629028,0.86,0.164,4.43706334099424,0.0976584658334006,0.000732078295687138,3.65941908473712,0
"57",19,56,1,1,1,1,2.37151564841624,2.10972227032762,2.59326498007867,1.42535826629028,0,0.514,2411.813504003,0,1,3.65941908473712,0
"58",19,57,1,1,1,1,1,1,0.129404343455099,0.927905931812711,0.1,0.26,9.18058224347469,0.00378965984635869,0.160658503763984,73.3348132412044,0
"59",20,58,2.16875675797928,2.8502698126249,1.2557452567853,1.62465379319619,1,1,2.59326498007867,1.42535826629028,0.87,0.164,4.43662886733013,0.0974332239281998,0.00136771199037987,3.65941908473712,0
"60",20,59,1,1,1,1,2.37521338926163,1.12706280788407,2.59326498007867,1.42535826629028,0.97,0.773,4.94739080610985,0.00314526934940016,0.247629982097661,3.65941908473712,0
"61",20,60,1,1,1,1,1,1,0.35927045813296,0.725683608162217,0.56,0.471,2.89258879877921,0.00673712932998985,0.251600139805928,26.4142045221216,0
"62",21,61,1.95317052048631,0.94289151520934,1.85524823353626,0.537448163669323,1,1,2.59326498007867,1.42535826629028,3.23,0.743,3.35259015949807,0.0274110180427253,0.241107318193107,3.65941908473712,0
"63",21,62,1,1,1,1,1.29706341966521,1.37997159932274,2.59326498007867,1.42535826629028,0.11,0.206,5.46683412793642,0.028634762580157,0.0679509600808771,3.65941908473712,0
"64",21,63,1,1,1,1,1,1,1.01661849722732,1.99062959754374,0.91,0.597,2.47749769385495,0.00722159556463608,0.25111514578458,9.33471443394205,0
"65",22,64,1.1026161799673,3.12032566021662,3.7466243194649,1.77858562632347,1,1,2.59326498007867,1.42535826629028,0.86,0.163,4.43692660213176,0.0976360863619914,0.000915478302436853,3.65941908473712,0
"66",22,65,1,1,1,1,2.82423597481102,1.51313645876944,2.59326498007867,1.42535826629028,0.15,0.347,11.3664337610051,0.0108620923537682,0.120592503925304,3.65941908473712,0
"67",22,66,1,1,1,1,1,1,2.58643164690584,1.25605436877813,1.98,0.784,1.74677014169285,0.00974395648977048,0.312069274056427,3.66908724273965,1
"68",23,67,2.43069598509464,0.563358517363667,1.61153746873606,0.32111435489729,1,1,2.58643164690584,1.25605436877813,0.48,0.6,2.46194164784631,0.0143843132141226,0.298528439536614,3.66908724273965,0
"69",23,68,1,1,1,1,0.247190772695467,1.80015440245625,2.58643164690584,1.25605436877813,0,0.515,2412.5579820639,0,1,3.66908724273965,0
"70",23,69,1,1,1,1,1,1,2.20392342833802,1.6045438718982,1.78,0.765,1.79108007939611,0.00911945899334879,0.294612664580933,4.30588614734071,0
"71",24,70,0.784527449752204,0.875030825962313,2.13792638247833,0.498767570798518,1,1,2.58643164690584,1.25605436877813,0.01,0.005,2.92596997034031,0.0142897627918137,0.303836061965135,3.66908724273965,0
"72",24,71,1,1,1,1,2.48857009047642,0.956458363565616,2.58643164690584,1.25605436877813,0.77,0.766,6.87435936833662,0.00149242294146219,0.356674587738668,3.66908724273965,0
"73",24,72,1,1,1,1,1,1,0.72067587771453,0.679472598270513,1.38,0.674,1.91681879388469,0.00851350091094092,0.295574469204247,13.1679769690299,0
"74",25,73,1.41927816323005,3.56017224269453,2.40370075462852,2.02929817833588,1,1,2.58643164690584,1.25605436877813,1.52,0.216,4.49432471162825,0.0992148367270856,0.000151828609774557,3.66908724273965,0
"75",25,74,1,1,1,1,1.7104550874792,0.200793053372763,2.58643164690584,1.25605436877813,0.18,0.723,37.92402531346,5.52037448753839e-05,0.703157593115245,3.66908724273965,0
"76",25,75,1,1,1,1,1,1,1.27080278859939,1.29752092296258,1.5,0.711,1.89484387658855,0.00848077954941657,0.286031562690158,7.46759721100352,0
