"","i","iter","Vslope_x","Vint_x","Kslope_x","Kint_x","Tau_x","CUE_x","desorb_x","fPHYS_x","slope","r2","RMSE","MICpropSOC","LITpropSOC","improve"
"34",11,33,1.83072955755051,1.24234791344497,1.3083160148235,0.708138310663635,1,1,0.747150623588823,0.455889308173209,0.29,0.19,3.41012898878388,0.0498157782181188,0.0827215021865547,0
"35",12,34,0.926728213671595,3.21853229682893,3.4934941525571,1.83456340919249,1,1,1.51190132687334,2.30386650178116,0.18,0.159,3.45032365782613,0.0398719721171759,0.000138592978335306,0
"36",12,35,1.83072955755051,1.24234791344497,1.3083160148235,0.708138310663635,0.147304798290133,0.496241827821359,1.51190132687334,2.30386650178116,0.82,0.23,4.07039342882721,0.150510018021527,0.107683316036695,0
"37",12,36,1.83072955755051,1.24234791344497,1.3083160148235,0.708138310663635,1,1,2.06623131774832,0.892085028532892,0.69,0.25,3.77882720519499,0.0711157589407633,0.112891665029699,0
"38",13,37,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1,1,1.51190132687334,2.30386650178116,0.62,0.593,2.09348543904025,0.0219515632878158,0.17132434848791,1
"39",13,38,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1.05995480469428,0.780646495777182,1.51190132687334,2.30386650178116,0.46,0.567,2.52164945251086,0.0131218396547397,0.306914345623128,0
"40",13,39,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1,1,2.44460681444034,0.767064314265735,0.82,0.578,2.58623017629865,0.0470962413046362,0.262743692478547,0
"41",14,40,0.742286409600638,3.79077788582072,1.08501681138296,2.16074339491781,1,1,1.51190132687334,2.30386650178116,0.11,0.125,3.72791974382516,0.0357673150480016,2.33613932684271e-05,0
"42",14,41,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,2.81919298833236,1.14289042213932,1.51190132687334,2.30386650178116,0.21,0.544,7.5758065389401,0.00800613666846861,0.208745539917801,0
"43",14,42,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1,1,2.30739698866382,1.15189422906842,0.82,0.599,2.35550889873022,0.0384555254612349,0.23625865136511,0
"44",15,43,2.76560456806328,2.8722758826334,2.50357891025487,1.63719725310104,1,1,1.51190132687334,2.30386650178116,0.13,0.142,3.6269543664311,0.0423530381042206,0.000310757431304131,0
"45",15,44,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1.07735300811473,0.371806583111174,1.51190132687334,2.30386650178116,0.14,0.463,8.15316220118116,0.0034004994612507,0.580270127173969,0
"46",15,45,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1,1,0.49076761987526,1.08183004599996,0.26,0.403,4.12506595646688,0.0145917182646361,0.134781179651005,0
"47",16,46,2.60879500990268,2.18637506582309,1.64631163270678,1.24623378751916,1,1,1.51190132687334,2.30386650178116,0.11,0.122,3.69247339466652,0.0411244903223782,0.00329181404915691,0
"48",16,47,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,0.447775774262846,0.673786443611607,1.51190132687334,2.30386650178116,0.94,0.604,2.46549082107447,0.0343721208609667,0.291942284847086,0
"49",16,48,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1,1,0.624952164222486,0.333821229613386,0.79,0.584,2.13070696794298,0.0331844914728857,0.212538288420592,0
"50",17,49,2.69683239934966,2.34136853553355,3.89295296918135,1.33458006525412,1,1,1.51190132687334,2.30386650178116,0.18,0.16,3.44641547384788,0.0396590400394595,0.00191424770194875,0
"51",17,50,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,2.52117084164638,1.1793719869107,1.51190132687334,2.30386650178116,0.23,0.549,6.97250198334379,0.00742701635321846,0.210105607245359,0
"52",17,51,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1,1,1.96057542227209,2.53995342378039,0.68,0.617,1.99008280388933,0.0237323158471729,0.196079200672683,1
"53",18,52,2.85129045462236,3.50104471482337,2.06042574462481,1.99559548744932,1,1,1.96057542227209,2.53995342378039,0.14,0.129,3.7162030942242,0.0421099810821258,5.05197828109692e-05,0
"54",18,53,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,0.661023240489885,0.234266494447365,1.96057542227209,2.53995342378039,0.13,0.452,8.75369216175099,0.00339123394881565,0.656958403142851,0
"55",18,54,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1,1,0.825445817457512,2.65587073443457,0.19,0.36,5.23937433217036,0.0137198579836842,0.150022604016971,0
"56",19,55,0.583008636720479,2.26912490429822,1.37291679065675,1.29340119544999,1,1,1.96057542227209,2.53995342378039,0.25,0.163,3.52144677949541,0.0475301184070116,0.00463547157673928,0
"57",19,56,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,2.96130348141305,0.884255635342561,1.96057542227209,2.53995342378039,0.16,0.509,7.88558183247449,0.00438995645747267,0.329847630995718,0
"58",19,57,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1,1,1.45775314425118,2.05320670683868,0.63,0.592,2.08049943209223,0.0243252248243043,0.172790001766251,0
"59",20,58,1.11272627871949,1.45658129570074,2.85651000402868,0.830251338549424,1,1,1.96057542227209,2.53995342378039,0.13,0.12,3.5556858559161,0.0413612056064402,0.0734093135836704,0
"60",20,59,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,2.85047424566001,2.27985041555949,1.96057542227209,2.53995342378039,0,0.474,1810.95163798871,0,1,0
"61",20,60,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1,1,0.877447113394737,1.90617487155832,0.4,0.497,3.02828949136432,0.0164814871130256,0.145663605334204,0
"62",21,61,3.43983363942243,2.4803214360727,2.71256376255769,1.41378321856144,1,1,1.96057542227209,2.53995342378039,0.33,0.213,3.45608577534906,0.0492011354781084,0.00138758088956513,0
"63",21,62,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,2.69783966427203,2.13327664670069,1.96057542227209,2.53995342378039,0,0.474,1810.96069297235,0,1,0
"64",21,63,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1,1,0.592896609101444,1.51540101950523,0.27,0.418,4.18609135500644,0.0139090201151118,0.131701426639435,0
"65",22,64,1.29264556674752,2.39413915527984,1.3765821660636,1.36465931850951,1,1,1.96057542227209,2.53995342378039,0.13,0.118,3.68771412431251,0.0485065877118833,0.00257783393753749,0
"66",22,65,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,2.44241755232215,1.37743919673376,1.96057542227209,2.53995342378039,0.1,0.285,11.0878445017253,0.0136760977626047,0.129147317543246,0
"67",22,66,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1,1,0.938718495005742,2.48837153653149,0.23,0.375,4.28428624450054,0.0151289729762941,0.163400289585856,0
"68",23,67,2.11450016056187,1.47946242860053,3.96258653642144,0.843293584302301,1,1,1.96057542227209,2.53995342378039,0.23,0.164,3.41947492937184,0.0392638053313957,0.0724203642000668,0
"69",23,68,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,2.88861169940792,0.463580294349231,1.96057542227209,2.53995342378039,0.06,0.454,20.6447060355285,0.000951984142933475,0.588081937033359,0
"70",23,69,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1,1,1.24745793561451,1.98048824530561,0.58,0.571,2.21019872100677,0.0206913470618113,0.166243675707143,0
"71",24,70,1.3227785511408,2.10990035545547,1.08181401481852,1.20264320260962,1,1,1.96057542227209,2.53995342378039,0.21,0.151,3.52904994718238,0.0501881930848744,0.00505468415693109,0
"72",24,71,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,0.432766057387926,0.902432900830172,1.96057542227209,2.53995342378039,1,0.565,2.53186109638504,0.0585633729575398,0.176541831886617,0
"73",24,72,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1,1,2.39105191894341,1.86504628506955,0.76,0.61,2.15004142927571,0.0318586680740688,0.212320167569641,0
"74",25,73,2.10581121279392,0.883282379596494,2.29957348271273,0.503470956370002,1,1,1.96057542227209,2.53995342378039,0.65,0.459,2.40640675003996,0.0261913632832442,0.1915647893425,0
"75",25,74,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1.55827706409618,0.598728670319542,1.96057542227209,2.53995342378039,0.17,0.48,6.59842839935442,0.00462512509660584,0.475573279221721,0
"76",25,75,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1,1,0.464026736374944,0.643425342696719,0.37,0.448,2.96040940531165,0.0190038796103086,0.156060697032494,0
"77",26,76,3.15634086600039,3.17333392729051,0.821424151305109,1.80880033855559,1,1,1.96057542227209,2.53995342378039,0.1,0.091,3.77213005564578,0.0431121564667034,0.000157849942105025,0
"78",26,77,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,2.60411704366561,2.88754633392673,1.96057542227209,2.53995342378039,0,0.474,1810.94254459692,0,1,0
"79",26,78,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1,1,1.93529045653995,0.396285395370796,0.83,0.565,2.72895189575861,0.0552700586339997,0.282213369900523,0
"80",27,79,3.01819393970072,1.98997016006615,1.87018323596567,1.13428299123771,1,1,1.96057542227209,2.53995342378039,0.14,0.127,3.65745665983605,0.0489267999260455,0.00824471969546362,0
"81",27,80,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,2.9655841253465,1.06389712847304,1.96057542227209,2.53995342378039,0.14,0.488,9.17405062050886,0.00732670922437674,0.270635640348896,0
"82",27,81,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1,1,2.94432146593463,0.570441403216682,0.79,0.553,2.7999327111633,0.0574515329186495,0.289982252914826,0
"83",28,82,3.02642719214782,1.1240029563196,3.60386323591229,0.640681685102172,1,1,1.96057542227209,2.53995342378039,0.45,0.302,3.00881552724462,0.0368397631529472,0.114579821186054,0
"84",28,83,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,2.07185615128838,1.36095898703206,1.96057542227209,2.53995342378039,0.13,0.357,9.5061057562385,0.0112205844556501,0.215043961707173,0
"85",28,84,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1,1,2.39928864403628,1.28600189615972,0.8,0.599,2.33061969700403,0.0374416999685725,0.232741158149776,0
"86",29,85,2.72659801214468,3.22859900828917,1.44096850720234,1.84030143472482,1,1,1.96057542227209,2.53995342378039,0.1,0.091,3.77222828944684,0.043118579116587,0.000126355815307154,0
"87",29,86,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1.65625912910327,2.82694539690856,1.96057542227209,2.53995342378039,0,0.474,1810.95398781947,0,1,0
"88",29,87,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1,1,1.07576655559242,1.77775348944124,0.53,0.549,2.35376362723464,0.0196963210491214,0.16182122885458,0
"89",30,88,3.62389397725929,1.29693936766125,1.39180364180356,0.739255439566914,1,1,1.96057542227209,2.53995342378039,0.42,0.282,3.1954826339033,0.0408277390457918,0.063286461311438,0
"90",30,89,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1.19856883736793,1.54041260937229,1.96057542227209,2.53995342378039,0.22,0.632,8.96852090393791,0.0190513328145696,0.0705794889871771,0
"91",30,90,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1,1,1.68282047929242,1.59942870424129,0.75,0.61,2.02864648824029,0.0277302614105679,0.196854380806203,0
"92",31,91,3.66060610639397,3.60001385281794,3.19490620098077,2.05200789610622,1,1,1.96057542227209,2.53995342378039,0.17,0.153,3.62514361409808,0.0485364572458682,3.21703002128552e-05,0
"93",31,92,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1.65036848406307,2.15737902461551,1.96057542227209,2.53995342378039,0,0.474,1810.98129169091,0,1,0
"94",31,93,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1,1,2.50336237321608,1.98344105521683,0.75,0.609,2.1525104709406,0.0319051220322809,0.211853792981141,0
"95",32,94,2.96872952254489,1.29403820086736,3.61277328268625,0.737601774494396,1,1,1.96057542227209,2.53995342378039,0.34,0.237,3.25959325758738,0.0418425196429328,0.0666738660563001,0
"96",32,95,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,0.721390101499855,0.687746422714554,1.96057542227209,2.53995342378039,0.53,0.549,2.43835634969982,0.0197042330344753,0.352394667334473,0
"97",32,96,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1,1,0.651401884830557,1.81195727963932,0.27,0.427,4.24418210012963,0.0135719708718277,0.129815246894573,0
"98",33,97,1.295848547481,1.29182768589817,2.92862303659786,0.736341780961957,1,1,1.96057542227209,2.53995342378039,0.22,0.167,3.27762735390467,0.0387062167783517,0.0990105514950988,0
"99",33,98,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,2.83618728315923,1.58497085988056,1.96057542227209,2.53995342378039,0.11,0.547,16.1648011912382,0.00527990566569375,0.14206621985354,0
"100",33,99,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1,1,0.253973259939812,1.24041236336343,0.08,0.272,10.5221607406551,0.00798120586604368,0.0921399493332052,0
"101",34,100,1.88042882282753,0.732254414004274,0.545366955106147,0.417385015982436,1,1,1.96057542227209,2.53995342378039,0.82,0.592,1.99778218688306,0.0270807818602293,0.175943892919051,0
"102",34,101,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,2.90778557790909,1.95758290535305,1.96057542227209,2.53995342378039,0,0.474,1810.97721272857,0,1,0
"103",34,102,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1,1,1.92157177750487,2.40120327034965,0.69,0.585,2.02579261413706,0.0234209759934884,0.213939553239732,0
"104",35,103,1.70715850405395,2.83095254213549,3.59247149666771,1.61364294901723,1,1,1.96057542227209,2.53995342378039,0.28,0.184,3.51664494343316,0.0466801355966528,0.000536484701635514,0
"105",35,104,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1.80793471066281,2.55821364880539,1.96057542227209,2.53995342378039,0,0.474,1810.95678781183,0,1,0
"106",35,105,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1,1,1.46100694742054,1.48971707487945,0.73,0.602,2.01516590908158,0.0262550586958968,0.190938545908788,0
"107",36,106,0.524058562237769,1.292403051164,3.55616296094377,0.736669739163481,1,1,1.96057542227209,2.53995342378039,0.05,0.045,3.43708287732854,0.036013324902108,0.128496897935208,0
"108",36,107,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1.85816240981221,1.31723633247893,1.96057542227209,2.53995342378039,0.22,0.55,7.55128695265661,0.0132631082552428,0.183875688735548,0
"109",36,108,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1,1,0.507292095595039,1.23997430878226,0.25,0.398,4.39466196506468,0.0138317644903834,0.130746063368468,0
"110",37,109,3.3488428191049,1.45831517223269,1.53659638448153,0.831239648172632,1,1,1.96057542227209,2.53995342378039,0.18,0.16,3.52825408713966,0.0430082847490998,0.0471353817257034,0
"111",37,110,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1.19222317379899,2.49536889549345,1.96057542227209,2.53995342378039,0,0.474,1810.97627986741,0,1,0
"112",37,111,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1,1,0.269593078666367,2.32119505200535,0.06,0.259,14.9454609452898,0.00568062137093985,0.0791672365955559,0
"113",38,112,0.600383062381297,3.24767412419897,0.65395038027782,1.85117425079341,1,1,1.96057542227209,2.53995342378039,0.31,0.202,3.45274776240841,0.0516801205798649,8.99247541098218e-05,0
"114",38,113,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,2.48857328488957,1.71484731913079,1.96057542227209,2.53995342378039,0,0.464,1177.07910194216,0.00341477128743854,0.518516166953551,0
"115",38,114,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1,1,1.5069420784479,0.202712766034529,0.81,0.549,2.84561981723163,0.063275369687629,0.298904961078876,0
"116",39,115,0.711990763200447,0.857470128801651,1.04208835377358,0.488757973416941,1,1,1.96057542227209,2.53995342378039,0.3,0.264,2.73513665333957,0.0201910933043948,0.243554104067158,0
"117",39,116,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,0.222170881810598,1.79700442817993,1.96057542227209,2.53995342378039,0,0.474,1812.82088764514,0,1,0
"118",39,117,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1,1,0.523435551626608,1.641453137598,0.21,0.384,5.23178001727858,0.0121073455474649,0.121087768065366,0
"119",40,118,2.79201445472427,1.60799898253754,1.35046451981179,0.916559420046396,1,1,1.96057542227209,2.53995342378039,0.27,0.195,3.45236189944003,0.0404187870236529,0.0427975275656341,0
"120",40,119,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1.77790620548185,2.22279037376866,1.96057542227209,2.53995342378039,0,0.474,1810.9718556297,0,1,0
"121",40,120,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1,1,2.08158727092668,0.979983016569167,0.83,0.597,2.36696210220747,0.0391271597631388,0.238242617389642,0
"122",41,121,2.32209406804759,1.41779835114721,1.37408426264301,0.808145060153911,1,1,1.96057542227209,2.53995342378039,0.28,0.199,3.28058898503464,0.0488001145436543,0.0551110159577773,0
"123",41,122,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,0.819899900304153,2.5638032350922,1.96057542227209,2.53995342378039,0,0.474,1810.99574576992,0,1,0
"124",41,123,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1,1,2.63694389932789,0.103730588406324,0.72,0.508,3.13550004197134,0.0901795982712626,0.348904013830753,0
"125",42,124,2.33781171473674,1.78056003130041,1.30026748392265,1.01491921784123,1,1,1.96057542227209,2.53995342378039,0.24,0.171,3.50497106511749,0.046103406664675,0.0159200123943654,0
"126",42,125,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,2.03941798433661,0.713144697947428,1.96057542227209,2.53995342378039,0.17,0.489,7.03283450420023,0.00431078986910711,0.420942587211151,0
"127",42,126,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1,1,2.60549711387139,0.598923873878084,0.8,0.563,2.72255625329009,0.0535001549296276,0.280188073933119,0
"128",43,127,1.30246230133343,2.69698837504257,0.854798962245695,1.53728337377426,1,1,1.96057542227209,2.53995342378039,0.27,0.176,3.53269920639095,0.0453239728258349,0.000865456278254548,0
"129",43,128,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1.7725588632049,2.67062417983543,1.96057542227209,2.53995342378039,0,0.474,1810.95481450367,0,1,0
"130",43,129,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1,1,0.906710866210051,0.188464562548324,0.87,0.579,2.61131258971854,0.0520529347832011,0.269760332629744,0
"131",44,130,2.65211113274563,1.89903840830084,0.501443472108804,1.08245189273148,1,1,1.96057542227209,2.53995342378039,0.13,0.117,3.64927816178315,0.0496934370177877,0.016246905272681,0
"132",44,131,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,2.10689043421298,1.79028245517984,1.96057542227209,2.53995342378039,0,0.474,1811.14258919281,0,1,0
"133",44,132,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1,1,1.27325060237199,1.43191063695122,0.68,0.589,2.03411114861736,0.0245176003772946,0.183632310586539,0
"134",45,133,2.73771994456183,1.56749360274989,2.04016107111238,0.893471353567438,1,1,1.96057542227209,2.53995342378039,0.26,0.185,3.46827464353757,0.0421595472130526,0.0339180183419115,0
"135",45,134,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,0.598945825593546,1.45885767319705,1.96057542227209,2.53995342378039,0.11,0.312,7.93045672616,0.0431212247326037,0.0707540242279077,0
"136",45,135,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1,1,0.898508160165511,2.78235694498289,0.38,0.515,3.57578994895665,0.0134965942691944,0.138750668359638,0
"137",46,136,2.18446602171753,1.02056846069172,3.50680806243327,0.58172402259428,1,1,1.96057542227209,2.53995342378039,0.32,0.231,2.97283530152022,0.0299798836186416,0.154809765696294,0
"138",46,137,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,2.78967485935427,1.92689254288562,1.96057542227209,2.53995342378039,0,0.474,1810.98628943666,0,1,0
"139",46,138,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1,1,2.69063216815703,1.5552186954068,0.78,0.599,2.3145296514996,0.0367177589642185,0.22986322607145,0
"140",47,139,3.08733935712371,1.429820823716,2.69424230139703,0.81499786951812,1,1,1.96057542227209,2.53995342378039,0.29,0.201,3.39579586327523,0.0423159971701058,0.0451382936127592,0
"141",47,140,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1.26095628521871,2.45241605737247,1.96057542227209,2.53995342378039,0,0.474,1810.97540261591,0,1,0
"142",47,141,3.22855311271269,0.673954151454382,2.52937026356813,0.384153866328998,1,1,2.62379617758561,0.721267584175803,0.81,0.571,2.65299093303068,0.0498728371049038,0.27072707280968,0
"143",48,142,2.10548826504964,3.13650181854609,0.689206233480945,1.78780603657127,1,1,1.96057542227209,2.53995342378039,0.1,0.101,3.75838651219578,0.0591404408934742,0.000113584635889581,0
