"","i","iter","Vslope_x","Vint_x","Kslope_x","Kint_x","Tau_x","CUE_x","desorb_x","fPHYS_x","slope","r2","RMSE","MICpropSOC","LITpropSOC","improve"
"1",0,1,1,1,1,1,1,1,1,1,0,0,3.5,0,0,1
"2",1,1,2.91524997667875,2.20470455056056,3.88484093907755,1.25668159381952,1,1,1,1,0.43,0.161,4.04348900123275,0.0497767274011761,0.00747724884638727,0
"3",1,2,1,1,1,1,0.82854322604835,0.532371412287466,1,1,1.23,0.78,3.15898316721189,0.00234575042779794,0.543437676338399,0
"4",1,3,1,1,1,1,1,1,2.26002630754374,1.3552462284686,1.89,0.777,1.7597546492291,0.00942563121948015,0.304509585363193,1
"5",2,4,2.49550504633226,1.83355269697495,2.38991002703551,1.04512503727572,1,1,2.26002630754374,1.3552462284686,0.96,0.196,4.35261704083918,0.0776713362505887,0.0394589391830528,0
"6",2,5,1,1,1,1,2.71118617020547,2.42660164483823,2.26002630754374,1.3552462284686,0,0.514,2411.80088095035,0,1,0
"7",2,6,1,1,1,1,1,1,1.62619005399756,0.885926099377684,1.96,0.775,1.7592893435107,0.0095824099869467,0.31551794750765,1
"8",3,7,3.25753068574704,1.02171961741988,1.45664150756784,0.582380181929329,1,1,1.62619005399756,0.885926099377684,1.81,0.614,3.59641106918498,0.0431908857965971,0.166316525999889,0
"9",3,8,1,1,1,1,2.88557672535535,1.56721732104197,1.62619005399756,0.885926099377684,0.28,0.455,8.16714937351987,0.00699395174227199,0.0764524124398077,0
"10",3,9,1,1,1,1,1,1,2.44569276636466,0.77553090476431,2.14,0.791,1.76164129850142,0.010366308419693,0.333092279833185,0
"11",4,10,1.87295875058044,2.35543215926737,2.71065665467177,1.3425963307824,1,1,1.62619005399756,0.885926099377684,0.75,0.161,4.37370743693925,0.0848179752821291,0.00782141374630842,0
"12",4,11,1,1,1,1,2.35707685372327,0.940185114159249,1.62619005399756,0.885926099377684,0.84,0.776,6.28384865470752,0.00159725124915314,0.37017979926298,0
"13",4,12,1,1,1,1,1,1,2.19451068791095,1.41002932416741,1.86,0.773,1.76919957812181,0.00932032939870478,0.301460347814252,0
"14",5,13,0.863623151206411,0.829484028974548,3.37515369942412,0.472805896515492,1,1,1.62619005399756,0.885926099377684,-0.2,-0.201,3.70609514580461,0.0100594848515663,0.328960939734411,0
"15",5,14,1,1,1,1,0.995791356312111,0.645763028552756,1.62619005399756,0.885926099377684,1.28,0.773,2.83872923714976,0.0028674871231448,0.501920515527576,0
"16",5,15,1,1,1,1,1,1,1.54093277610373,0.319331763195805,2.25,0.791,1.79424211663621,0.0110128006873697,0.353020774908764,0
"17",6,16,1.33078613539692,2.85563230328262,3.55667768570129,1.62771041287109,1,1,1.62619005399756,0.885926099377684,0.73,0.159,4.37879190945102,0.0864683577281844,0.0018309947360874,0
"18",6,17,1,1,1,1,0.269619841245003,0.611137035652064,1.62619005399756,0.885926099377684,4.33,0.8,2.97473351379354,0.0286955811281469,0.469136170697503,0
"19",6,18,1,1,1,1,1,1,1.19251960669644,1.17598830664065,1.51,0.711,1.88225340230701,0.00853455711667809,0.288681244411171,0
"20",7,19,0.880524342297576,2.8082867761841,1.08404185471591,1.60072346242494,1,1,1.62619005399756,0.885926099377684,0.74,0.159,4.37894094135588,0.0864996584790046,0.0015772727539232,0
"21",7,20,1,1,1,1,2.05655014330987,2.98041072287597,1.62619005399756,0.885926099377684,0,0.514,2411.80245375099,0,1,0
"22",7,21,1,1,1,1,1,1,2.52971787045244,0.850875957147218,2.12,0.789,1.75882703828978,0.0102838548863753,0.329802708237918,1
"23",8,22,2.40027029416524,0.921261343173683,1.78123261744622,0.525118965608999,1,1,2.52971787045244,0.850875957147218,2.39,0.697,3.48654730389135,0.0355857543449869,0.255020459137333,0
"24",8,23,1,1,1,1,2.29456386766396,1.42444646423683,2.52971787045244,0.850875957147218,0.96,0.694,3.6894445159705,0.00812370471300409,0.139499127484375,0
"25",8,24,1,1,1,1,1,1,1.58105598199181,2.18467831260059,1.28,0.69,2.107575310764,0.00795355625512686,0.266517744225003,0
"26",9,25,2.99666117760353,2.90821251098532,2.80328322201967,1.65768113126163,1,1,2.52971787045244,0.850875957147218,1.17,0.163,4.55531110513899,0.131305398443642,0.00149500804933118,0
"27",9,26,1,1,1,1,2.18058687704615,0.450064779585227,2.52971787045244,0.850875957147218,0.36,0.733,16.9475444986239,0.000251854376888728,0.601629266013144,0
"28",9,27,1,1,1,1,1,1,2.75350000280887,1.24636469481047,2,0.787,1.74494471755134,0.00984122301767855,0.314161487170991,1
"29",10,28,1.37658583477605,1.74956675013527,2.93708788324147,0.997253047577105,1,1,2.75350000280887,1.24636469481047,0.96,0.162,4.42260730550515,0.0847537265774139,0.0813726051983122,0
"30",10,29,1,1,1,1,0.854158233199269,1.41101031892467,2.75350000280887,1.24636469481047,0.4,0.332,2.52402836387382,0.0481126746405404,0.0717350189206924,0
"31",10,30,1,1,1,1,1,1,1.16949093714356,2.83711971757002,0.79,0.582,2.87952952406683,0.00675613901932522,0.241136156414693,0
"32",11,31,2.75340546434745,2.81502561748493,0.813441215548664,1.60456460196641,1,1,2.75350000280887,1.24636469481047,1.23,0.185,4.50566091902711,0.108399228373714,0.00198271890152082,0
"33",11,32,1,1,1,1,2.85672881747596,1.18624226278625,2.75350000280887,1.24636469481047,0.87,0.77,5.90770902177235,0.00278274995226877,0.226979818145982,0
"34",11,33,1,1,1,1,1,1,2.32970273774117,1.61145310057327,1.81,0.769,1.7843096712075,0.00919807282303147,0.296280728370834,0
"35",12,34,1.15712552657351,0.859129773802124,1.25201789301354,0.489703971067211,1,1,2.75350000280887,1.24636469481047,3.35,0.717,2.95697713242148,0.0193843766421793,0.284217701759802,0
"36",12,35,1,1,1,1,0.334619552013464,2.35195764831733,2.75350000280887,1.24636469481047,0,0.515,2411.96026906561,0,1,0
"37",12,36,1,1,1,1,1,1,0.155129184806719,0.245839622360654,0.51,0.445,2.9411353760692,0.00694875419288075,0.260199094813191,0
"38",13,37,1.45650127914269,1.19848941848613,2.05812737043016,0.683138968537096,1,1,2.75350000280887,1.24636469481047,2.15,0.355,4.02663116235196,0.0420264044140869,0.211406858847483,0
"39",13,38,1,1,1,1,2.32289235694334,0.513880828954279,2.75350000280887,1.24636469481047,0.38,0.738,16.5525810081889,0.000271440216965686,0.575586156935182,0
"40",13,39,1,1,1,1,1,1,1.83022158360109,2.0858853048645,1.45,0.722,1.97238154204787,0.00832312962289669,0.274650491541863,0
"41",14,40,1.32283340254799,2.14758558163885,2.9945121856872,1.22412378153414,1,1,2.75350000280887,1.24636469481047,0.97,0.162,4.47829092756989,0.103594129976977,0.0249038776266732,0
"42",14,41,1,1,1,1,1.26735515929759,2.4109777843114,2.75350000280887,1.24636469481047,0,0.514,2411.82564974493,0,1,0
"43",14,42,1,1,1,1,1,1,0.680875558732077,1.80670243760105,0.6,0.504,3.06238731622386,0.0064971289955141,0.234816526649103,0
"44",15,43,1.70210283168126,3.75878865760751,3.71496590448078,2.14250953483628,1,1,2.75350000280887,1.24636469481047,0.77,0.114,4.54281205568365,0.096305326917587,0.000143612417711597,0
"45",15,44,1,1,1,1,2.2516701244982,0.255015966086648,2.75350000280887,1.24636469481047,0.18,0.725,38.874357798376,5.43277418447149e-05,0.682621034170786,0
"46",15,45,1,1,1,1,1,1,1.40050473066513,2.59129511965439,1.03,0.64,2.44431345111586,0.00733836708166691,0.253497612320622,0
"47",16,46,1.74434520257637,2.92534448055085,1.2399579542689,1.66744635391398,1,1,2.75350000280887,1.24636469481047,1,0.164,4.49516049310831,0.111584034727308,0.00118238052239725,0
"48",16,47,1,1,1,1,1.78590442249551,2.23931831668597,2.75350000280887,1.24636469481047,0,0.514,2411.81881472302,0,1,0
"49",16,48,1,1,1,1,1,1,0.364329524710774,1.5634219314903,0.28,0.374,4.77057607806163,0.00527401988098835,0.203622244066734,0
"50",17,49,2.71124112489633,0.916368547128513,3.74817859614268,0.522330071863253,1,1,2.75350000280887,1.24636469481047,3.58,0.762,3.2910722103892,0.0256738516719042,0.269758496238449,0
"51",17,50,1,1,1,1,0.23816742724739,1.20289146443829,2.75350000280887,1.24636469481047,0.87,0.323,3.30876772615432,0.166718317107946,0.118772106470668,0
"52",17,51,1,1,1,1,1,1,2.91059579788707,2.59397073336877,1.58,0.754,1.92621705515931,0.00863975410102795,0.280420383935254,0
"53",18,52,1.75321870972402,1.58553724898957,1.31520199007355,0.903756231924053,1,1,2.75350000280887,1.24636469481047,1.64,0.257,4.39292643859508,0.0799813730444507,0.0909199853134125,0
"54",18,53,1,1,1,1,0.539421546924859,1.01359666679054,2.75350000280887,1.24636469481047,2.88,0.72,2.57963204319892,0.0307179640064326,0.280852729425504,0
"55",18,54,1,1,1,1,1,1,2.59782632319257,2.07701167955529,1.69,0.76,1.83882264350785,0.00893163553708237,0.286653435644643,0
"56",19,55,0.903175609419122,3.99006528803147,2.48325055988971,2.27433721417794,1,1,2.75350000280887,1.24636469481047,0.94,0.161,4.49605891772544,0.101642708018068,8.82801381880939e-05,0
"57",19,56,1,1,1,1,0.47073914099019,2.86279257999267,2.75350000280887,1.24636469481047,0,0.515,2411.87052599193,0,1,0
"58",19,57,1,1,1,1,1,1,2.44281142258551,0.737831799313426,2.15,0.791,1.76403064398894,0.0104439634215247,0.334915335004187,0
"59",20,58,1.98237533285283,2.51268197840545,1.00961713399738,1.43222872769111,1,1,2.75350000280887,1.24636469481047,1.02,0.167,4.49256505309883,0.110059903601914,0.00520415860825706,0
"60",20,59,1,1,1,1,0.744019609177485,1.99606528617442,2.75350000280887,1.24636469481047,0,0.515,2411.91624973857,0,1,0
"61",20,60,1,1,1,1,1,1,2.37244721180759,0.239773811935447,2.25,0.78,1.83334729406436,0.0117230182114257,0.366756820695229,0
"62",21,61,1.935012130416,0.759620351484045,0.511285538086668,0.432983600345906,1,1,2.75350000280887,1.24636469481047,1.04,0.633,2.6900452080209,0.0241974173393087,0.263510905503736,0
"63",21,62,1,1,1,1,1.08078806030098,1.22975663701072,2.75350000280887,1.24636469481047,1.52,0.662,1.8562791017923,0.0186841263084556,0.178067509011993,0
"64",21,63,1,1,1,1,1,1,1.5517725515645,1.33751077982597,1.66,0.742,1.8272220687573,0.00880698209916042,0.292419836640314,0
"65",22,64,2.8953371043317,3.75863030645996,3.27132522384636,2.14241927468218,1,1,2.75350000280887,1.24636469481047,0.94,0.154,4.49547932924561,0.111904120310574,7.17492327323658e-05,0
"66",22,65,1,1,1,1,0.223197333654389,2.82708776537329,2.75350000280887,1.24636469481047,0,0.515,2411.97345302941,0,1,0
"67",22,66,1,1,1,1,1,1,2.58068837025203,0.390132159576751,2.24,0.785,1.8113731151502,0.0112987619090358,0.357324842311455,0
"68",23,67,2.27932137669995,3.00356286182068,1.90200844616629,1.71203083123779,1,1,2.75350000280887,1.24636469481047,1,0.164,4.4953451316239,0.111692890109116,0.000889342291457978,0
"69",23,68,1,1,1,1,0.371641529654153,1.43810162367299,2.75350000280887,1.24636469481047,0.23,0.217,2.93898938213198,0.14596138136116,0.0425476244633438,0
"70",23,69,1,1,1,1,1,1,2.62609454535414,1.85560189692769,1.78,0.769,1.79736926401967,0.00914890597713792,0.292572044155307,0
